기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
20241,A,골목상권,3110667,가양역 10번,40531,18324,22207,3543,6162,8448,6155,5175,11048,5526,8906,6472,6729,8478,4417,5781,5851,6036,5834,5832,5672,5526
20241,A,골목상권,3110668,화곡2동주민센터,1547550,699960,847591,294926,186578,237249,270101,209986,348711,464445,322008,158531,156456,237224,208886,222388,216740,216501,216726,214791,225060,235345
20241,A,골목상권,3110669,화곡보람2차아파트,61743,28333,33410,5265,10476,14376,9837,8751,13037,20617,12996,5941,5654,8198,8338,8745,8993,8580,8871,8656,8892,9007
20241,A,골목상권,3110670,신곡초등학교,1516931,682642,834289,311082,169581,204594,238938,220798,371939,460644,319153,153853,148281,225717,209284,218604,213305,212400,212643,211636,219748,228594
20241,A,골목상권,3110671,등촌1동주민센터,1899263,899378,999885,228015,299477,448620,306086,236720,380346,516921,399448,226261,220549,296861,239225,270143,271673,271248,272639,267611,267161,278787
20241,A,골목상권,3110672,백석중학교,695821,319629,376191,137614,81734,123317,105406,91414,156336,217098,148384,70315,65573,98257,96193,99917,100163,98314,97703,95809,99701,104214
20241,A,골목상권,3110673,뜸부기어린이공원,879581,418680,460899,114030,115164,140708,144704,139024,225951,242798,179378,93085,94055,147813,122452,123920,121124,121422,120787,121893,133466,136967
20241,A,골목상권,3110674,강서구청가양동별관,58599,29132,29466,5420,7783,13337,10801,8027,13232,9274,13005,8918,9450,11300,6651,8594,8848,9008,8777,8332,7422,7620
20241,A,골목상권,3110675,화곡4동주민센터,1498951,673495,825456,303685,172323,240171,249307,191457,342006,486068,329525,153776,136213,193022,200346,214841,215027,209535,215326,209863,214363,219997
20241,A,골목상권,3110676,등촌역 7번,453998,213683,240315,59819,66444,104324,70811,55966,96636,142066,99812,46146,42771,61451,61755,65998,65442,65245,65721,63968,63092,64535
20241,A,골목상권,3110677,등촌역 1번,210389,95751,114637,30740,30495,51647,35839,24094,37574,54380,43580,25434,26043,34958,25993,30067,30308,30154,30396,29826,29853,29786
20241,A,골목상권,3110678,염창무학아파트,164288,78368,85921,26827,18183,35215,30089,22741,31234,41425,32539,19210,20097,28969,22048,23523,23451,23077,23245,22756,24042,24195
20241,A,골목상권,3110679,염창역 2번,211439,102952,108487,25608,33925,49283,38665,26991,36967,51830,43948,26527,26889,36620,25626,29901,29672,29470,29729,29556,31076,32031
20241,A,골목상권,3110680,온수역 5번(온수산업단지),208845,103242,105603,25614,21789,33875,36046,33275,58247,49078,43578,25251,26177,37304,27457,30656,30497,30464,30048,29931,28572,28677
20241,A,골목상권,3110681,온수역 1번,28398,13019,15379,4737,3758,4146,4198,4288,7270,6016,6610,3460,3739,5051,3523,4139,4234,4244,4237,4002,3788,3755
20241,A,골목상권,3110682,온수역 8번,15460,7142,8318,3344,1556,2006,2354,2242,3958,3022,3397,2120,2268,2821,1832,2219,2220,2225,2239,2165,2212,2180
20241,A,골목상권,3110683,오류고등학교,261661,111595,150066,59176,25984,33278,43842,36368,63012,73556,55402,28497,28570,41575,34059,37313,37290,36971,37202,35753,37643,39488
20241,A,골목상권,3110684,서울공연예술고등학교,77062,34870,42192,11206,6757,9585,14947,14367,20199,22286,16343,7538,7226,12262,11406,11134,11117,11003,10744,10185,11220,11657
20241,A,골목상권,3110685,금강수목원아파트,86134,38865,47267,16244,8604,13150,13582,13594,20959,28623,19251,7571,7447,11589,11650,12042,11595,11752,11680,11707,13380,13976
20241,A,골목상권,3110686,수궁동주민센터,707734,323435,384300,116941,82167,96087,112786,118592,181161,173177,146556,81134,80889,130037,95944,95357,94479,94465,93897,100901,103878,124758
20241,A,골목상권,3110687,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",93834,42851,50983,23311,7926,12800,14981,12975,21842,21743,20690,12213,12028,15897,11264,12714,12798,12811,14327,12816,13967,14402
20241,A,골목상권,3110688,오류지구대,739641,344319,395323,114658,100390,122390,108228,112642,181335,215595,155620,75149,73292,116159,103827,104547,102091,101699,101348,103401,110113,116441
20241,A,골목상권,3110689,오류동역 3번,1118980,525603,593377,157793,192637,191815,159096,159932,257709,316693,226655,118987,120394,185197,151052,156095,154219,152436,153619,152873,170945,178794
20241,A,골목상권,3110690,오류2동버들시장,1674091,779178,894915,180001,246221,317670,250997,235142,444060,489159,348528,169905,165282,267866,233351,239256,235559,236159,233884,232494,242785,253958
20241,A,골목상권,3110691,개봉중학교,762180,363733,398447,126454,80141,82678,110244,139839,222825,223045,161389,85487,76943,112133,103181,109643,108868,105838,111471,108144,107750,110466
20241,A,골목상권,3110692,큰굴다리,785558,376679,408879,111063,93444,124010,125111,120669,211260,214015,157102,84029,86825,133885,109704,110838,108693,107030,107481,108508,119843,123163
20241,A,골목상권,3110693,오류동역 4번,145068,66630,78438,11380,27002,41200,21517,17079,26890,51927,27571,11029,11127,19683,23731,20712,20485,20291,20443,20277,21202,21657
20241,A,골목상권,3110694,세곡초등학교,1873240,894942,978298,310376,207993,235081,267665,335102,517024,548516,388065,198164,193391,291800,253304,267274,265772,261015,262380,259829,275133,281836
20241,A,골목상권,3110695,개봉1동주민센터,1550779,758310,792469,222402,167405,209761,218863,262437,469912,434329,316198,172324,173972,250263,203694,220413,216632,213746,217493,215236,230243,237014
20241,A,골목상권,3110696,오류동역 1번,888608,422257,466352,100796,131209,165325,136886,130290,224102,260290,182942,87422,87574,143572,126808,126996,122139,122505,121706,122332,134076,138853
20241,A,골목상권,3110697,개봉3동주민센터,488984,224426,264558,66432,48344,64873,78919,80657,149759,126086,96926,56002,60419,87989,61563,67574,66061,65272,66166,65355,77558,81000
20241,A,골목상권,3110698,개웅초등학교(개웅중학교),716305,346418,369887,135107,78297,91390,102958,105613,202938,222743,150622,72005,68043,104295,98596,102560,101067,99136,99787,99849,104569,109335
20241,A,골목상권,3110699,덕의초등학교,449075,221510,227566,95971,41081,53092,72811,68848,117274,104948,89037,52911,56361,84974,60845,62670,61186,61181,62307,61711,68047,71974
20241,A,골목상권,3110700,고척초등학교,1135927,527888,608039,204587,119748,187640,179953,171539,272461,285956,230988,137275,140594,197031,144084,159537,156893,154805,156072,157346,172189,179086
20241,A,골목상권,3110701,고척동성당,646053,293999,352054,159797,60330,81987,111101,95686,137151,202556,139654,69162,63355,86860,84465,90787,91771,90357,92659,91500,92940,96038
20241,A,골목상권,3110702,개봉초등학교,992475,471878,520597,190317,88033,145121,184597,154351,230054,237333,191825,114391,121562,185387,141976,140574,140549,141519,142170,141744,143175,142743
20241,A,골목상권,3110703,개봉역,702724,329668,373056,106726,79090,119632,116436,105234,175603,136694,141069,93488,99218,145811,86444,99282,97180,97443,96821,98513,107420,106065
20241,A,골목상권,3110704,고척중학교,57932,27040,30892,9199,8077,10169,8872,8840,12773,19740,11872,5246,5073,7656,8345,8360,7998,8244,8145,8160,8586,8440
20241,A,골목상권,3110705,고산초등학교,35640,17055,18586,6227,5324,5217,5491,5574,7808,12157,7066,3451,3291,4831,4842,5064,4907,5061,5025,4960,5328,5295
20241,A,골목상권,3110706,그라운드 고척,261425,128180,133245,47997,40358,33094,38929,41066,59979,54363,49689,36797,36748,52240,31588,37504,36471,36916,37495,36057,38068,38913
20241,A,골목상권,3110707,구로창업지원센터,1065308,512938,552369,230164,97184,150225,195190,163686,228860,190523,218140,168871,173696,207456,106623,151989,152216,152150,153292,150462,151731,153469
20241,A,골목상권,3110708,화원어린이공원,452143,220907,231237,50743,50602,75101,75924,81491,118283,141912,94684,46161,44245,65399,59742,63676,63823,61354,63438,63159,66888,69804
20241,A,골목상권,3110709,구로119안전센터,1233562,587756,645805,103549,141522,208995,210738,229110,339648,351641,263037,138347,129902,187374,163260,181259,177363,178345,174468,175270,170002,176857
20241,A,골목상권,3110710,남구로역 3번,2161548,1151062,1010486,132196,228355,353444,413279,470323,563952,530184,442050,268158,274515,377252,269390,310105,309046,304555,306070,300638,303917,327215
20241,A,골목상권,3110711,구로초등학교,1319233,621281,697952,137985,150148,211092,234899,249892,335215,350652,280799,159856,161618,204121,162188,191726,190980,189304,189342,186028,182001,189851
20241,A,골목상권,3110712,남구로역 5번,2972142,1494256,1477886,273443,297927,473795,552833,565330,808815,821781,605035,331861,336444,486019,391004,429802,417402,417423,417850,416225,426455,446983
20241,A,골목상권,3110713,구로보건소,2862507,1381481,1481026,364128,355197,508607,483244,473201,678130,765853,589393,339692,332942,468835,365792,405028,399641,397486,396321,396532,421422,446078
20241,A,골목상권,3110714,구로4동주민센터,1428739,714332,714406,137883,127601,197850,239940,299413,426052,363995,275328,172879,180127,252080,184331,202944,199677,196763,199439,198624,209680,221612
20241,A,골목상권,3110715,구로구민회관,296616,146140,150475,37446,43096,53438,52960,51443,58231,70558,62557,39537,38828,49796,35340,43575,42728,42536,42342,41650,41152,42632
20241,A,골목상권,3110716,구로나눔길,429335,209379,219955,41746,53524,66712,80021,82085,105248,122921,88055,48609,47147,67733,54870,59696,60343,60312,60393,59800,62773,66019
20241,A,골목상권,3110717,남구로역 2번,2809399,1438865,1370534,292789,272845,510670,552272,494517,686305,798343,592455,315882,306066,436921,359733,411992,410807,410472,408558,398393,376790,392388
20241,A,골목상권,3110718,한국SGI본부,1011190,481274,529916,86527,189622,217110,170106,142178,205648,179715,197010,148497,158747,211810,115414,142902,142601,146713,144910,147152,150778,136134
20241,A,골목상권,3110719,영서중학교,279649,143097,136551,38568,38516,58639,61041,39103,43780,50306,63314,50490,47954,42836,24750,44306,46422,46913,45033,41978,27413,27585
20241,A,골목상권,3110720,대림역 2번,925132,458069,467063,91866,81418,131743,152097,197176,270833,269309,187849,98137,98887,147607,123345,131779,129378,127226,129809,128684,134713,143542
20241,A,골목상권,3110721,가리봉파출소,1142209,637535,504672,37125,291561,305831,203019,145234,159438,304867,249584,140323,136458,172919,138058,167267,169654,171490,167611,160334,148458,157396
20241,A,골목상권,3110722,G타워,343585,197255,146329,12064,99442,101844,61936,34254,34046,90594,76090,45624,43486,48163,39626,50994,52903,53039,52434,49155,42175,42881
20241,A,골목상권,3110723,가산디지털단지역 1번 출입구,316514,178813,137700,17120,50457,61727,60493,58625,68091,63962,72343,46025,46143,54628,33414,48811,50082,50661,49311,47865,34778,35007
20241,A,골목상권,3110724,금천구립가산도서관,589834,319658,270177,33536,153099,171464,91636,61748,78354,190119,125796,59056,55411,80341,79112,83966,83484,82900,82748,80446,84527,91762
20241,A,골목상권,3110725,가산동주민센터,226331,123125,103206,11074,53281,58163,38456,31947,33410,45449,47507,33537,33523,40476,25841,33828,33984,34281,33248,32191,29444,29355
20241,A,골목상권,3110726,금천철쭉어린이공원(금하마을),318816,159209,159607,67126,37501,45776,55560,51749,61105,83637,66994,34943,36754,54988,41500,46133,44390,45447,43615,43949,46670,48614
20241,A,골목상권,3110727,독산역 1번 출입구,445521,229704,215818,42780,92016,109650,71533,57230,72311,117792,98627,51555,50858,70611,56079,65027,64801,64565,64284,62940,61158,62745
20241,A,골목상권,3110728,두산초등학교,188400,102216,86183,13244,39858,44591,32643,27957,30106,51950,42873,21924,20631,26873,24147,27316,27875,28044,27729,26970,25200,25265
20241,A,골목상권,3110729,가산동우체국,704749,386336,318412,33774,189364,175206,108485,89226,108694,189555,149443,79319,78222,114716,93493,100518,100625,98203,98416,96410,101565,109012
20241,A,골목상권,3110730,서울축산농협 독산역지점(독산파출소),550037,285754,264283,61522,98627,128263,91904,76697,93023,162269,119313,57609,55185,81521,74141,78591,78869,77872,78696,77015,78046,80950
20241,A,골목상권,3110731,금천구청역 1번 출입구,377090,180523,196566,36765,52968,66857,59034,66790,94675,64887,73281,56212,60901,79017,42792,54263,53974,54121,54292,54699,54357,51382
20241,A,골목상권,3110732,가산초등학교(세일중학교),453610,242447,211162,36023,82667,101456,69183,72554,91727,116213,93845,53950,54003,77792,57808,64397,64138,64189,64511,63187,65567,67620
20241,A,골목상권,3110733,금천어울림복지센터,268089,130381,137707,38470,37033,53419,46494,40789,51887,61021,56421,34405,35147,48124,32971,39177,38655,39701,38350,38194,36840,37170
20241,A,골목상권,3110734,금천파출소,47429,22933,24495,4457,7377,9533,7534,8249,10277,11445,9300,5738,5946,8802,6199,6630,6617,6692,6688,6665,7275,6861
20241,A,골목상권,3110735,말미고개,962863,471400,491464,88915,130761,179072,154132,173994,235990,306738,197864,94372,91267,139362,133261,137015,134969,134041,133851,133727,141246,148016
20241,A,골목상권,3110736,독산119안전센터,869255,428305,440950,76419,118894,164258,134195,162037,213453,247718,173223,93622,93587,141574,119531,122479,121939,119317,120924,120869,128832,134892
20241,A,골목상권,3110737,금천세무서,852341,439487,412854,56291,149581,182430,147827,142002,174211,217387,179733,100859,102000,143968,108397,122748,122127,121623,121563,121231,119419,123632
20241,A,골목상권,3110738,문성초등학교,705715,349853,355863,65759,84292,116853,112019,136348,190445,190208,138307,79722,82568,121122,93791,100209,98482,97844,98516,99047,103750,107870
20241,A,골목상권,3110739,시흥3동 우편취급국,25327,13773,11555,3842,2259,3480,4486,5001,6259,3974,5606,4246,4296,4719,2488,3719,3780,3801,3822,3729,3311,3164
20241,A,골목상권,3110740,금천해태공원,1725959,806643,919317,176100,208177,265257,262794,304412,509219,500155,353665,189894,189217,269615,223412,247381,240461,233588,246187,241195,253627,263517
20241,A,골목상권,3110741,독산2동주민센터,457517,216885,240632,51370,55738,82032,70353,80364,117660,149780,92817,44143,43380,65671,61727,64464,64547,62852,64685,63033,67103,70833
20241,A,골목상권,3110742,KT금천빌딩(금천구시설관리공단),68850,34216,34634,13228,6890,10033,11734,11783,15181,13588,13820,9993,10745,13350,7354,9962,9859,10027,10029,9876,9645,9453
20241,A,골목상권,3110743,시흥초등학교(시흥1동우체국),820542,389703,430838,97133,97050,118900,120208,156533,230718,231245,160534,89807,88462,135928,114567,115302,115043,114580,114113,115524,121226,124754
20241,A,골목상권,3110744,독산동성당,1694138,812255,881883,179610,216558,266834,264995,307009,459133,501872,345875,171272,170052,266402,238664,240091,236239,235507,235365,235745,249386,261806
20241,A,골목상권,3110745,독산동정훈단지,457134,222493,234643,46000,52949,73401,71500,93069,120215,124947,92843,49296,50149,78285,61617,64350,63260,62386,62829,62930,68013,73365
20241,A,골목상권,3110746,금천금빛공원(은행나무사거리서측),220229,108463,111766,30421,31197,32328,34615,37673,53994,58684,42413,24177,24401,40026,30527,30651,30780,30349,30854,31301,33548,32745
20241,A,골목상권,3110747,석수역 1번 출입구,140808,70676,70131,13919,16139,23658,21355,26917,38820,28281,30575,18310,19018,26553,18071,19902,19151,19635,19753,20044,21269,21059
20241,A,골목상권,3110748,백산초등학교,429190,209187,220004,73776,49271,64492,66685,74282,100684,124445,83429,45274,45971,69997,60074,60741,60779,61136,60185,61275,62298,62774
20241,A,골목상권,3110749,금산초등학교(금천고등학교),559984,273966,286018,85909,53591,79794,92317,94270,154103,192859,120960,50641,44953,70596,79976,80357,80030,79085,80310,79003,79531,81669
20241,A,골목상권,3110750,시흥4동주민센터(서울신흥초등학교),761993,360476,401517,97696,79219,106098,110376,145813,222791,224525,164212,79983,80979,112329,99966,107619,106567,105458,105625,105839,112558,118328
20241,A,골목상권,3110751,난곡중학교,1031960,497829,534131,112869,145121,172871,156972,173319,270810,303565,215073,108947,106404,158015,139955,147797,146224,144352,145068,145301,150060,153159
20241,A,골목상권,3110752,한울중학교,737047,346522,390527,102603,78970,106725,114296,129286,205168,220688,148224,74675,74495,116409,102557,103885,102603,99860,101594,101042,111463,116602
20241,A,골목상권,3110753,시흥동 은행나무사거리,1044664,504322,540343,141085,107423,138687,168139,187284,302045,316766,204935,103847,101165,168522,149428,147513,146670,142606,144210,147233,156794,159640
20241,A,골목상권,3110754,삼성산자연공원(서울금천초등학교),1253532,590414,663118,145055,145592,178048,192249,228424,364164,365107,263505,132635,130666,192790,168828,180683,176859,178436,178380,177859,179527,181788
20241,A,골목상권,3110755,동일여자고등학교,275318,129608,145712,56296,25599,32939,41374,47098,72011,66452,55133,33384,36324,49097,34927,39198,39562,38970,39501,38659,39822,39607
20241,A,골목상권,3110756,문래중학교,279733,136638,143096,47381,31699,63082,56723,35632,45217,77881,58794,32638,32251,42661,35506,40565,40236,41047,40732,40023,38915,38216
20241,A,골목상권,3110757,양평역 2번,237404,121508,115896,24442,34143,51848,46858,35705,44409,52048,50567,32495,32355,40774,29165,35082,36112,36154,35655,34340,30542,29516
20241,A,골목상권,3110758,문래소공원,263067,122914,140153,52955,31015,56996,58540,28330,35233,56839,55121,37563,36125,46225,31193,38910,38442,39772,38077,37686,34914,35268
20241,A,골목상권,3110759,문래예술촌(문래창작촌),3384599,1663619,1720979,391780,474917,660798,646735,544773,665596,515844,680057,542386,565705,713704,366903,482216,488993,502519,493128,497629,481252,438862
20241,A,골목상권,3110760,선유도역 6번,743629,375011,368618,71515,134659,208333,138586,99302,91232,143064,169194,113740,109241,122831,85561,112889,117476,120758,117382,111167,83188,80767
20241,A,골목상권,3110761,문래동남성맨션,185801,93497,92303,16928,30933,38783,31925,28695,38538,33536,36264,26031,28562,39527,21881,25587,26050,26585,26415,27329,28183,25650
20241,A,골목상권,3110762,선유도역 1번,1685595,825855,859740,145689,311783,461948,303064,221865,241245,419015,363706,226064,222396,262061,192353,246817,252222,254897,251098,243387,217767,219408
20241,A,골목상권,3110763,영등포구청역 2번,519102,245573,273529,44076,85020,119323,92038,82846,95798,97834,107034,82804,81555,94963,54912,76315,78426,79906,78501,76891,66906,62157
20241,A,골목상권,3110764,문래역 3번,61070,29445,31625,5850,9776,13730,12532,9281,9900,8563,13782,11624,11365,10714,5021,9409,9762,9748,9732,9271,6925,6223
20241,A,골목상권,3110765,문래동사거리,329015,168034,160981,26804,56164,69539,56046,51603,68858,56372,64576,47325,52161,70633,37946,45543,46307,47277,46976,48518,49353,45041
20241,A,골목상권,3110766,대림역 5번,1269951,631396,638556,109897,157934,211184,221541,235454,333941,294323,259859,155246,157292,237516,165717,180499,179436,178584,179182,178814,183314,190122
20241,A,골목상권,3110767,도림동주민센터,216326,107527,108800,15645,35158,51239,36288,32516,45481,55484,46199,25101,25021,36745,27778,30497,30007,30052,30466,30003,31220,34085
20241,A,골목상권,3110768,도림2동유수지내체육시설,268067,131583,136484,21429,40985,60722,43425,39456,62051,81326,55694,27563,26319,40298,36867,37591,36952,36977,37466,37005,39126,42950
20241,A,골목상권,3110769,대림차이나타운(대림역 12번),647464,320355,327108,54893,58994,95343,116583,139260,182394,177618,126214,73016,74753,110627,85236,91976,89434,88723,88994,90083,95562,102695
20241,A,골목상권,3110770,영등포구청역 6번,924092,454959,469134,64719,189522,221272,147939,124166,176474,237488,189624,115393,115670,153005,112912,131278,131870,133218,131892,132200,130712,132924
20241,A,골목상권,3110771,대림역 11번,429124,213060,216065,25361,35514,63624,78442,100171,126013,103524,78487,52508,55573,81065,57968,60685,58552,58294,58727,59226,63537,70102
20241,A,골목상권,3110772,신우어린이공원,336878,163006,173872,38097,43515,56665,55075,64492,79036,116980,68732,29648,28613,44971,47933,47509,47311,46988,47079,46728,49095,52168
20241,A,골목상권,3110773,당산역 13번,89402,45636,43766,6191,18654,21935,15930,12438,14253,14583,18634,13761,14001,18615,9807,13069,13550,13776,13555,13532,11460,10459
20241,A,골목상권,3110774,당산반도유보라팰리스아파트,604809,278530,326278,103067,98916,128998,97811,74596,101420,134235,128221,81633,82459,108613,69648,86523,87604,87565,88260,85070,85373,84413
20241,A,골목상권,3110775,대동초등학교,277503,137867,139636,19058,22027,38512,51700,65590,80615,79912,53459,30332,31023,45095,37683,39480,38731,38290,38549,38606,40216,43634
20241,A,골목상권,3110776,도신초등학교,825667,403167,422501,97565,92640,126486,123228,165478,220270,243514,170821,90138,87728,125999,107465,116586,116483,115243,117484,115172,119610,125088
20241,A,골목상권,3110777,구로세무서,284466,140401,144064,17417,50537,63119,54536,45826,53032,26969,61717,56892,59610,57057,22220,42728,43912,45483,43612,43741,34561,30426
20241,A,골목상권,3110778,구로디지털단지역 4번,1255292,621871,633420,80035,167253,247971,222702,246681,290649,341959,254968,140003,141329,208032,169001,178038,175736,173396,175118,172698,181778,198526
20241,A,골목상권,3110779,대림갑을명가아파트,145080,68982,76097,13377,14265,21061,22079,29949,44349,46573,29507,13641,13100,21337,20920,20682,20229,19851,20298,20430,21197,22391
20241,A,골목상권,3110780,신길대성유니드아파트,399489,193032,206457,51889,37337,61709,70502,70504,107547,110750,85432,44862,42016,62451,53977,57441,57965,56599,57350,56103,56119,57909
20241,A,골목상권,3110781,대림한신아파트,1257997,601579,656417,117047,131435,185699,201413,250722,371682,355468,250001,137649,141777,208679,164425,177472,173876,172697,173572,174353,187842,198186
20241,A,골목상권,3110782,영등포시장역 4번,221946,111599,110348,22296,39251,48880,34978,31328,45215,51073,47839,30519,29773,36703,26040,31514,31835,32160,31953,31343,31977,31165
20241,A,골목상권,3110783,영등포시장역 1번,268069,132850,135219,29098,43463,63474,51535,38773,41726,41534,59222,46310,45992,49272,25739,40739,42300,42521,41352,40155,31987,29017
20241,A,골목상권,3110784,신대림초등학교,177595,88372,89223,13979,20078,25410,31905,36743,49480,49209,35346,20191,20104,29731,23015,24885,24607,24333,24945,24720,26022,28082
20241,A,골목상권,3110785,영등포푸르지오아파트,1317578,630592,686986,190493,153603,189972,203097,229891,350519,364451,264970,147093,150887,219639,170536,185411,179328,179792,180686,182384,201117,208859
20241,A,골목상권,3110786,당산역 8번,488471,239488,248982,44177,85562,113607,74540,66606,103978,100405,106704,64964,64396,92440,59561,70408,70532,72023,70787,71288,68076,65358
20241,A,골목상권,3110787,신길3동주민센터,1899622,898881,1000741,301973,212472,253717,278500,326453,526508,473849,376541,221130,239053,347961,241088,268606,261278,262341,260395,264442,287629,294931
20241,A,골목상권,3110788,영등포시장역 3번,107213,54876,52335,7747,21312,26647,16771,14833,19901,31823,22250,12606,12614,15491,12428,15387,15506,16147,16194,15613,14625,13740
20241,A,골목상권,3110789,대림성모병원,591548,274431,317117,53505,91918,97605,98987,107220,142313,127923,125558,84088,80257,102971,70748,81772,82739,84635,82519,81432,84388,94063
20241,A,골목상권,3110790,대림1동주민센터,646128,312514,333615,56070,59874,97582,102501,127670,202432,183030,133067,68701,69213,106286,85830,91361,88775,89002,89602,91377,95621,100390
20241,A,골목상권,3110791,신풍역 3번,121923,54792,67131,14025,12854,20500,21430,21440,31672,25597,26635,16538,16003,22495,14655,17312,17282,17126,17030,17031,17876,18265
20241,A,골목상권,3110792,영등포역 2번,2064999,995461,1069539,248926,289424,350214,308996,366422,501016,556744,415489,224817,232002,349440,286505,289592,283683,279794,285006,287054,315027,324842
20241,A,골목상권,3110793,대림썬프라자,28424,13056,15367,3945,3205,4237,5061,4986,6990,3025,5603,4737,5117,6786,3154,4003,3892,3917,3815,3943,4218,4637
20241,A,골목상권,3110794,영동초등학교,1004400,462506,541894,101337,240005,271800,158904,106640,125714,294698,216873,113451,107337,144580,127459,143976,146250,145003,145623,140704,139415,143426
20241,A,골목상권,3110795,도림초등학교,1091816,537450,554365,174968,142075,167711,159124,174382,273555,334999,227232,109434,103930,161293,154929,158012,153101,153413,152921,154189,157161,163019
20241,A,골목상권,3110796,한림대학교한강성심병원,114846,58047,56798,7944,25085,32535,18760,14910,15612,33148,26015,13103,12177,15985,14419,16372,16574,16412,16422,15806,16148,17110
20241,A,골목상권,3110797,KT대방빌딩,255883,119951,135932,47102,27570,39491,48935,39110,53676,63143,50922,30510,31659,43926,35723,36886,36505,36103,35120,35587,37029,38650
20241,A,골목상권,3110798,신풍역 2번,135177,66457,68720,15485,14687,23833,22003,23526,35641,33969,28137,16366,16695,22787,17223,19263,19417,19316,19395,19231,19163,19389
20241,A,골목상권,3110799,영등포본동주민센터,166408,84134,82274,17775,20832,26927,26370,31174,43328,49973,34460,16489,16431,26062,22991,23371,22692,22358,22680,22716,25581,27012
20241,A,골목상권,3110800,영등포동성당,172035,90957,81078,3257,49262,55402,27734,17507,18874,40133,40252,25007,23821,25534,17288,24715,25987,25547,25875,24969,22656,22286
20241,A,골목상권,3110801,신풍역 6번(신길6동공영주차장),46816,20628,26188,9319,4047,6941,10727,6911,8874,17972,9434,3725,3719,5507,6460,6683,6646,6561,6657,6508,6782,6980
20241,A,골목상권,3110802,신길동홍어거리,538763,268834,269928,52940,59222,81231,86711,92529,166131,146160,109457,63407,63394,86713,69630,78814,78726,76935,78279,76489,74571,74949
20241,A,골목상권,3110803,신길2동우편취급국,1331936,665982,665955,156401,139659,203848,214879,224131,393018,394054,274693,139289,137808,207403,178690,188032,185821,181763,183563,184640,197903,210213
20241,A,골목상권,3110804,신풍역 1번,628769,288438,340332,95264,79360,103906,104412,101468,144360,163137,121753,71973,76860,113638,81410,86832,86344,86011,86765,85837,96599,100383
20241,A,골목상권,3110805,신길새마을금고신길4동지점,332599,158484,174114,47544,40464,54311,52449,50943,86888,88851,66786,37921,38131,57030,43878,46183,45643,45487,46442,46379,50663,51801
20241,A,골목상권,3110806,서울시립영등포장애인복지관,28819,14695,14122,1105,5499,7868,6339,4667,3342,4168,6941,5304,5102,4881,2422,4387,4734,4824,4610,4443,3120,2699
20241,A,골목상권,3110807,신길역 3번,480893,248572,232322,29139,133387,120866,72685,61416,63401,106130,108084,57205,59305,87740,62429,68166,68366,69901,68433,67852,69972,68205
20241,A,골목상권,3110808,신길역 1번,564914,278590,286323,53632,144588,127234,78109,71613,89742,172039,133462,57466,53239,78182,70527,80131,80382,80556,80649,77627,80828,84739
20241,A,골목상권,3110809,장훈고등학교,445747,226796,218950,63138,54497,67752,78471,64326,117561,121820,82831,49198,49052,77419,65426,63335,65054,64075,64580,63390,62994,62319
20241,A,골목상권,3110810,영신초등학교,1577438,761576,815862,185979,221175,259308,243764,238886,428327,414443,320904,182755,183788,267645,207902,223592,224823,221199,223281,220966,229982,233598
20241,A,골목상권,3110811,보라매역 4번,548641,253587,295054,76264,95040,100504,92656,83602,100577,170802,114289,58189,54188,78451,72722,78967,77468,79966,78797,78009,77968,77465
20241,A,골목상권,3110812,신길6동주민센터,626522,288033,338489,100935,103578,113028,101468,93116,114398,148552,124757,76108,76216,117187,83699,90023,88218,89578,87809,88248,90818,91828
20241,A,골목상권,3110813,보라매역 6번,1438132,650224,787907,288721,203806,231454,235195,205986,272969,382093,300072,170794,162203,234868,188101,205816,205133,205930,204879,202683,206371,207318
20241,A,골목상권,3110814,서울지방병무청,1314083,610710,703373,241997,191400,203702,212139,195665,269180,343047,273754,148551,151174,223274,174285,185531,185729,184663,186340,183821,190703,197299
20241,A,골목상권,3110815,공군호텔,1214821,583542,631280,144468,214964,219240,181013,185940,269196,318103,256725,144808,141614,197307,156267,173268,172435,172813,174088,171277,173793,177149
20241,A,골목상권,3110816,대방역 6번,860369,430428,429942,98140,149389,164769,145601,123145,179325,157030,198692,115890,118306,168641,101811,124363,125187,128329,124437,123952,119703,114400
20241,A,골목상권,3110817,대방역 4번,373276,187346,185931,32285,80361,78352,55980,48548,77751,93063,81349,44327,43507,63824,47206,53775,54208,54575,53769,53514,52082,51353
20241,A,골목상권,3110818,신대방역 3번,330685,156458,174226,27648,68961,66079,49554,46885,71556,93052,71381,34346,34731,54064,43111,46254,46291,45847,46824,45653,48930,50887
