기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
20242,A,골목상권,3111061,암사역 1번,3005963,1395413,1610551,414932,349243,453594,514678,487626,785889,898058,615332,303963,301508,475315,411787,421467,412202,422147,416341,414799,449063,469946
20242,A,골목상권,3111062,둔촌동역 3번(성내3동주민센터),942159,456857,485303,166019,114815,132498,161722,149733,217374,257241,192010,110875,106865,148643,126526,133371,134411,135014,132586,135343,131881,139555
20242,A,골목상권,3111063,강동구립 천호도서관,1435965,703869,732096,153659,228989,279243,198946,202841,372286,460341,303551,140907,136339,203663,191162,202798,196304,200016,197645,195745,214185,229270
20242,A,골목상권,3111064,둔촌동역 4번,498976,234948,264028,74502,58278,65965,81913,85636,132682,160855,101176,49096,46179,71520,70149,71189,70803,70528,69397,70096,72368,74595
20242,A,골목상권,3111065,천일초등학교,505430,243583,261846,63664,66131,76280,72116,84438,142799,158073,102446,48827,49052,76721,70309,71413,69035,72419,70679,69455,74553,77874
20242,A,골목상권,3111066,암사동성당(효정하나플러스아파트),1422932,707650,715282,218495,160180,240772,253936,228740,320812,384241,293825,152161,150007,236512,206187,205381,203791,204055,202619,201643,200717,204722
20242,A,골목상권,3111067,강동구립성내도서관,2396562,1097121,1299440,261878,334773,414003,420628,372389,592891,741552,496118,233675,228480,357769,338967,340875,332602,340410,334928,333675,353431,360639
20242,A,골목상권,3111068,강동성심병원,192917,89669,103248,17632,32083,39309,34533,29390,39968,44912,42821,25337,23517,31059,25271,27686,27909,28023,27801,27897,27120,26481
20242,A,골목상권,3111069,천호1동주민센터,2536306,1180394,1355912,449181,279484,378861,406564,377390,644824,734880,530862,272758,269468,381872,346466,368148,359829,363661,360719,354998,357004,371946
20242,A,골목상권,3111070,천호초등학교,1567331,755065,812266,266112,169865,247446,267737,249947,366222,415141,331152,176467,183165,252999,208406,224906,219368,220128,220593,219203,225693,237439
20242,A,골목상권,3111071,천동초등학교,511184,233167,278017,56043,64564,74166,80741,89837,145832,147750,105601,55564,53604,79999,68665,73507,72558,74096,72019,72939,72857,73208
20242,A,골목상권,3111072,굽은다리역 1번(십자성마을),1806761,831020,975740,316315,196403,266054,280461,257795,489734,507518,367543,190680,196902,297063,247056,256836,250336,256705,252892,250670,264285,275037
20242,A,골목상권,3111073,둔촌동역 1번(한산중학교),3390200,1605463,1784737,634923,394031,501406,558172,501374,800296,936456,726872,384801,370365,521143,450563,487961,484554,486473,483257,482443,477580,487932
20242,A,골목상권,3111074,명일역 1번,528286,242600,285686,104131,53336,66979,88772,84178,130888,177289,109053,50862,49392,71537,70155,74083,72973,74574,73654,73220,78510,81272
20242,A,골목상권,3111075,굽은다리역 2번,1458232,662088,796144,270297,155393,203926,217685,238399,372528,480077,313233,143187,133443,189954,198335,208767,206755,209182,206899,204803,208303,213521
20242,A,골목상권,3111076,둔촌2동주민센터,419017,201089,217928,69897,50670,64260,59622,69341,105226,103444,84870,51672,55140,73654,50238,60644,58454,58748,57793,58923,62077,62379
20242,A,골목상권,3111077,길동주민센터(강동도서관),3305911,1482766,1823145,437473,398591,469492,518337,544115,937906,873201,661264,390388,396529,557730,426800,469566,467150,467587,462328,466145,482625,490512
20242,A,골목상권,3111078,굽은다리역 4번,3916295,1792211,2124084,699060,430469,572862,593128,596935,1023842,1240264,831619,398347,380122,543107,522835,565993,553589,554582,554548,544563,563066,579952
20242,A,골목상권,3111079,둔촌고등학교(둔촌중학교),371076,185384,185692,71187,38931,53831,55871,54427,96829,89955,85575,52925,46742,54932,40946,54054,54848,53702,55197,54237,48669,50368
20242,A,골목상권,3111080,굽은다리역 3번,582716,257086,325631,93884,64335,72853,95471,87768,168406,145966,115777,68035,68151,106424,78362,79175,79277,81311,79332,81111,86123,96386
20242,A,골목상권,3111081,둔촌푸르지오아파트,288059,133826,154234,49962,33664,40523,40625,47618,75668,70891,58719,33160,35110,52289,37891,40695,40304,41009,39700,40320,41805,44228
20242,A,골목상권,3111082,중앙보훈병원,118904,59186,59715,17806,12070,16581,17791,20038,34618,34353,24659,12707,13241,18687,15257,16253,16197,17042,17111,16285,17798,18217
20242,A,골목상권,3111083,GS강동자이아파트,804356,374351,430006,150672,86001,108067,119760,130335,209520,205059,158785,93397,99738,144374,103002,111122,107636,110907,106453,111649,124633,131956
20242,A,골목상권,3111084,길동신동아아파트,163340,75476,87863,35788,15855,22303,23641,25005,40747,44738,35279,19225,18444,24765,20890,23240,22856,23522,22890,22849,23278,24706
20242,A,골목상권,3111085,묘곡초등학교(고덕아이파크아파트),893191,461714,431478,204817,89052,121039,151218,135184,191882,238462,205560,109803,108457,132017,98891,130432,127980,127515,128353,125148,126538,127224
20242,A,골목상권,3111086,한영중고,412618,187536,225083,140947,29881,34849,63161,53822,89961,81389,88741,62507,59216,73936,46829,63084,62425,59585,60002,59528,54640,53352
20242,A,골목상권,3111087,고덕중학교(고덕2동주민센터),206358,102829,103530,50827,18961,28972,35838,30126,41633,73823,44551,21786,18630,22653,24915,31291,30932,30480,30956,30105,26228,26365
20242,A,골목상권,3111088,고덕동성당,248217,115441,132776,53800,20865,34556,44902,32624,61470,56620,57380,29865,29037,43119,32195,34714,34557,35438,35040,35329,36329,36810
20242,A,골목상권,3111089,상일여고(상일초등학교),821317,399267,422050,131667,81291,126467,149954,135352,196586,207439,180130,103401,95462,132949,101935,121839,121493,119318,119728,119963,109028,109946
20242,A,골목상권,3111090,강일동주민센터,72800,34514,38286,15847,6165,11141,14505,10618,14524,20012,15447,8227,8239,11594,9280,10393,10281,10430,10390,10362,10431,10511
20242,D,발달상권,3120001,서대문역,1198783,598335,600447,131050,185197,242952,260166,195430,183989,127929,277644,235048,231550,228902,97711,194893,208231,186508,198981,194814,114001,101355
20242,D,발달상권,3120002,서촌(경복궁역),1359277,572483,786793,184009,224355,254613,241322,198032,256945,182796,255443,248364,253179,280462,139034,187885,193773,201425,203169,206475,194386,172167
20242,D,발달상권,3120003,광화문역,1238749,592771,645979,83124,194538,282362,282607,206018,190101,119534,273015,268739,257247,237192,83022,191327,206112,190794,202757,202495,129895,115369
20242,D,발달상권,3120004,종로구청,422049,210362,211687,29409,62495,98817,102096,70925,58307,28561,90086,103337,99192,79132,21742,66994,71689,67778,70673,68569,42386,33962
20242,D,발달상권,3120005,삼청동,330151,156812,173339,44981,51057,54594,62153,51273,66093,56178,65735,64626,62875,53497,27239,45211,46845,47865,48818,49226,49422,42765
20242,D,발달상권,3120006,종각역,2770234,1507224,1263007,115553,620015,647731,559585,416027,411321,236207,530506,587449,581325,610293,224452,426303,465270,425544,456253,463150,312694,221019
20242,D,발달상권,3120007,북촌(안국역),740392,354733,385660,91750,113548,140926,146962,115708,131497,97666,158776,149811,151446,128510,54185,107215,113388,109429,114449,114646,97399,83865
20242,D,발달상권,3120008,인사동,1271755,662141,609616,77844,207782,264343,263845,213933,244010,125596,246238,280748,278038,251368,89768,188554,204231,195510,202771,204504,154494,121693
20242,D,발달상권,3120009,종로3가역,6221651,3368100,2853551,272678,1342191,1223949,1100021,990079,1292732,595564,1119763,1227860,1292538,1417988,567938,894272,971529,923704,966206,1010321,839470,616147
20242,D,발달상권,3120010,원남동사거리,955395,479238,476158,77953,190696,190443,178429,152450,165425,153745,226608,182837,176303,143025,72874,149108,159838,149705,153503,152029,99935,91277
20242,D,발달상권,3120011,종로4가,724277,395066,329211,28624,110164,124772,133992,133884,192841,88070,142698,147875,151096,136308,58230,108307,116389,110622,115261,118530,89226,65942
20242,D,발달상권,3120012,대학로(혜화역),3871488,1665482,2206007,528389,1380432,615286,464608,409154,473618,576623,615725,564018,660254,988705,466163,498377,529790,555366,550159,576106,609513,552180
20242,D,발달상권,3120013,이화사거리,1082172,537109,545065,104762,233316,211762,181990,170753,179589,168189,239645,198747,194684,183559,97349,167012,175707,166258,171913,167461,121617,112203
20242,D,발달상권,3120014,종로5가역,982428,507820,474607,57348,161894,163465,162914,184456,252350,123914,217709,199211,193466,173001,75124,150549,159921,151078,155734,157421,114340,93384
20242,D,발달상권,3120015,종로6가,478523,245649,232874,31241,74482,63765,73159,93885,141992,44519,106170,99926,98911,93253,35745,71565,76988,73341,75435,77767,58759,44668
20242,D,발달상권,3120016,동대문역,936672,460614,476060,43093,128688,127390,149747,183155,304599,174462,197685,148533,147963,169172,98860,138569,141127,138560,139681,138033,121811,118890
20242,D,발달상권,3120017,동묘앞역(동묘),904069,417646,486423,57988,211011,162303,136944,138236,197585,160517,189390,136160,137977,174565,105460,130334,133688,130255,132991,131919,126132,118753
20242,D,발달상권,3120018,중림동,440199,218003,222196,29053,63848,98751,101235,72908,74403,70370,97754,78684,76465,76702,40222,67761,70630,65592,68616,68678,51664,47259
20242,D,발달상권,3120019,경찰청앞교차로,413273,203608,209666,50542,57713,95045,99758,63778,46435,57917,104654,82121,77178,61589,29813,68550,73758,65186,70491,69116,35453,30720
20242,D,발달상권,3120020,시청역_1번,66508,31538,34970,9889,9369,14177,14887,10498,7687,3852,16577,16443,15517,11143,2975,11034,12050,10656,11625,11395,5511,4239
20242,D,발달상권,3120021,시청역_8번,509157,260403,248755,24488,91624,130937,128647,82958,50503,22908,133109,119526,118666,90885,24063,87021,96781,81853,90719,91535,36077,25175
20242,D,발달상권,3120022,북창동(시청역_6번),1126491,559732,566760,50867,210393,291076,251867,177716,144573,50402,229674,283783,280118,227751,54764,172131,192517,172077,187113,190729,119725,92199
20242,D,발달상권,3120023,서울시청,540054,268270,271784,19960,92315,139572,135966,89479,62762,20653,120142,139599,130638,105169,23854,87696,97561,84239,95202,93119,48953,33284
20242,D,발달상권,3120024,회현역,865739,380917,484821,40155,87844,159398,176996,155787,245560,85742,180485,216311,194283,133498,55419,133821,145396,135584,141677,140552,99560,69150
20242,D,발달상권,3120025,롯데백화점(시청광장 지하쇼핑센터),115079,56938,58141,4538,20385,29689,28019,18738,13709,4624,24974,29497,28046,22694,5244,18347,20407,17816,19894,19708,10969,7937
20242,D,발달상권,3120026,을지로입구역,867593,457597,409996,26424,157739,239342,221823,132591,89674,36463,201386,211270,208570,166703,43202,144934,159906,136852,152930,151300,71486,50185
20242,D,발달상권,3120027,명동역(명동재미로),697735,320914,376821,64836,124423,137896,135615,110153,124812,77326,149261,148861,143864,127123,51301,104965,111896,104415,109121,109877,84956,72506
20242,D,발달상권,3120028,명동(명동거리),1876238,894453,981786,123048,403675,443218,397023,276818,232459,111307,392914,438345,437647,385496,110530,285994,309577,283896,300683,311240,200409,184441
20242,D,발달상권,3120029,을지로2가,204831,97830,107001,13581,44660,48460,43404,29916,24808,12191,43180,47508,47612,42148,12192,31321,33824,31012,32801,34008,21642,20222
20242,D,발달상권,3120030,중부경찰서(영화인의거리),1302097,670872,631225,70372,259557,289961,268696,227679,185833,127688,271742,272073,263543,262090,104961,201896,220918,199944,212894,222260,131332,112854
20242,D,발달상권,3120031,을지로3가역,2181892,1206401,975492,84163,386165,498876,479231,389783,343676,167977,480647,457100,462782,445992,167394,348103,385066,341173,368879,383548,206392,148733
20242,D,발달상권,3120032,충무로역,1910720,1029697,881024,157710,398023,347009,340495,330755,336732,262417,404964,357318,348794,364753,172474,297082,319494,293399,311573,313243,205436,170495
20242,D,발달상권,3120033,을지로4가역,719177,413654,305523,33148,102358,143163,149228,140709,150570,73412,160493,144934,147067,136990,56278,112538,124572,112980,121122,125476,72983,49506
20242,D,발달상권,3120034,중구청(퇴계로4가),778650,421797,356853,53931,160027,159162,152816,130007,122707,144329,161842,131929,127811,129273,83465,123056,129003,120280,126339,124362,81768,73843
20242,D,발달상권,3120035,퇴계로5가,655016,340123,314893,36306,143407,134082,121248,104217,115757,115925,141182,115571,110522,107862,63953,102681,108126,101456,105198,103284,70214,64058
20242,D,발달상권,3120036,장충동족발거리(남소영길),272600,137816,134784,18497,73932,52280,44014,38017,45859,40299,58472,50752,48847,49664,24566,39863,42223,40310,41965,40703,34822,32713
20242,D,발달상권,3120037,동대문역사문화공원역,4010318,1925615,2084702,230231,910100,875123,705852,589644,699367,601544,813740,666587,690718,805062,432665,604195,633150,607524,628780,625862,480433,430375
20242,D,발달상권,3120038,약수역,1100200,521263,578937,148477,162295,202862,174402,156013,256151,221260,222287,160511,156623,207587,131932,157767,160188,158648,160660,163948,151216,147773
20242,D,발달상권,3120039,신당역,2316322,1093026,1223296,127802,378377,472420,408507,418324,510893,482059,446792,328126,327103,435241,297002,344961,357631,350884,354399,344327,287188,276933
20242,D,발달상권,3120040,용산전자상가(용산역),1153369,640658,512711,88513,188636,259965,246513,178475,191269,177891,242409,195899,202006,220495,114668,166705,172409,167075,170979,176793,155880,143528
20242,D,발달상권,3120041,신용산역(용산역),2167030,1110765,1056265,176447,438175,556589,428486,282857,284476,406319,439623,348382,346696,402699,223309,319867,331692,320448,326684,328074,280911,259355
20242,D,발달상권,3120042,"숙대입구역(남영역, 남영동)",397992,193361,204630,31015,87675,83960,67096,58524,69721,47423,90275,71538,71150,81430,36176,58007,60192,57657,59814,61994,51634,48693
20242,D,발달상권,3120043,서울역,1091560,558931,532629,25747,159569,278061,284057,189395,154728,58018,278275,271058,271759,166634,45815,189657,208033,176718,194646,194123,76872,51511
20242,D,발달상권,3120044,삼각지역,790313,421387,368927,62843,157999,197381,151163,106779,114148,191133,168819,104579,99993,130963,94826,109970,113530,110981,113899,114186,115030,112717
20242,D,발달상권,3120045,남영동 먹자골목,185674,98866,86808,10860,35132,39734,33367,30167,36414,23483,41450,31859,31825,37838,19219,26532,28533,26930,28225,28700,24762,21991
20242,D,발달상권,3120046,이태원(이태원역),1514705,779474,735231,94577,385617,386768,261462,174445,211833,343423,255318,202881,218530,294288,200264,191169,190898,199949,200211,222470,267313,242695
20242,D,발달상권,3120047,한남오거리,631563,298242,333321,54135,91990,143969,136550,99709,105211,146817,136539,82186,81308,107264,77450,90794,93908,91496,93499,94366,87660,79840
20242,D,발달상권,3120048,금호역,999288,463080,536208,129937,120432,160302,149195,165359,274062,240977,193843,116169,124933,191026,132340,140711,136852,139756,137739,139803,154688,149739
20242,D,발달상권,3120049,왕십리역(왕십리),2527559,1175980,1351578,366806,868637,390530,306419,277816,317353,596840,503126,325783,325266,457938,318608,358105,366964,363250,363556,373129,363973,338584
20242,D,발달상권,3120050,서울숲역,196291,94895,101395,19051,40817,50965,31563,24793,29105,28296,37742,35611,38589,39132,16923,30155,29477,28919,29662,29892,25331,22854
20242,D,발달상권,3120051,뚝섬역,2732759,1333127,1399633,231050,635312,708635,477340,331880,348542,386860,557206,486126,503559,550014,248995,408256,432004,403421,423959,431810,334510,298800
20242,D,발달상권,3120052,성수역,1412970,700589,712381,91449,377791,347623,240822,178604,176679,151851,282815,278102,292747,292866,114589,214728,226836,211859,223638,229292,163903,142712
20242,D,발달상권,3120053,건대입구역(건대),2961943,1345438,1616505,319830,1214516,499125,330152,275834,322488,536463,476631,371552,424542,719688,433069,396314,405041,414604,412168,436939,477434,419443
20242,D,발달상권,3120054,어린이대공원역,1939153,900227,1038927,255106,787507,317675,215532,169939,193395,472153,400758,250072,242038,326792,247343,281598,284965,284975,283267,277412,263505,263434
20242,D,발달상권,3120055,군자역,2630541,1236704,1393837,235354,624814,564178,399667,342750,463778,605433,540161,319030,327913,496070,341932,374274,378779,381866,378258,379251,373446,364668
20242,D,발달상권,3120056,구의역,1355612,668190,687422,114638,311575,276210,209294,206621,237273,291543,265736,167728,176167,270209,184229,193855,196285,195764,196176,198756,194370,180406
20242,D,발달상권,3120057,아차산역,1301554,578176,723377,214020,183718,217495,207006,192398,286919,291796,269273,162267,170012,243212,164995,181115,181289,184347,181536,181535,193261,198473
20242,D,발달상권,3120058,구의사거리,778072,355309,422762,154805,102922,127903,135943,113903,142596,227282,159597,81491,82445,122455,104804,110238,109338,110302,110001,109841,112779,115571
20242,D,발달상권,3120059,구삼강변맛길,974677,452281,522395,188235,144086,152963,162588,152403,174400,217733,188704,121518,134247,191405,121073,140308,139884,141687,140299,142455,139205,130838
20242,D,발달상권,3120060,강변역(테크노마트),303540,148933,154608,41360,41121,51321,58928,50075,60734,63973,62090,42753,44910,55594,34219,42888,41750,42539,42905,44467,46366,42626
20242,D,발달상권,3120061,올림픽대교북단,325641,147587,178054,108050,33318,32718,57974,45182,48401,71212,56551,36637,44841,72614,43786,44979,44462,45838,45388,46220,50580,48175
20242,D,발달상권,3120062,신설동역,2010415,970464,1039951,159918,480887,335685,285371,299952,448603,398644,453602,311999,299820,337143,209207,292337,297466,289914,294940,301552,270214,263991
20242,D,발달상권,3120063,청량리역(청량리),1008576,464306,544269,82123,183203,142028,142488,157377,301359,163430,188330,169234,181222,203612,102748,140429,142317,144507,140148,143520,151902,145753
20242,D,발달상권,3120064,경희대학교(경희대),1119640,469156,650485,149843,509795,121068,104744,91520,142672,222383,227471,169296,159516,203731,137244,167419,174089,168946,171260,166732,140006,131189
20242,D,발달상권,3120065,회기역,1274655,570623,704033,151075,539783,165105,117741,119435,181516,270792,275860,157745,161769,242083,166407,181948,184350,185119,184033,185393,179875,173936
20242,D,발달상권,3120066,장한평역(장한평),1492802,773669,719135,99958,252712,297232,274638,247275,320988,307343,318328,217516,214602,265232,169780,217944,221379,219371,223073,224320,196835,189880
20242,D,발달상권,3120067,장안동사거리,1668836,784991,883846,254156,247662,298067,297557,245476,325920,394969,328049,201153,211371,315154,218142,236794,235682,239238,235557,237332,245290,238942
20242,D,발달상권,3120068,사가정역,290895,135843,155050,30841,44932,47748,46043,50117,71215,53464,55304,38358,40732,62965,40071,41341,41233,41321,41382,42279,42833,40507
20242,D,발달상권,3120069,상봉역,1962028,900422,1061606,145388,431708,440269,282414,284000,378248,417412,368482,249173,265760,402392,258808,269781,267844,277836,271551,277586,310001,287428
20242,D,발달상권,3120070,한성대입구역,686834,320468,366365,100183,146775,104948,96632,105898,132400,106934,121921,94934,112588,165386,85070,98217,100006,98661,99948,100718,97817,91468
20242,D,발달상권,3120071,성북구청,530476,233777,296700,64339,130456,90294,77785,79165,88437,111044,106104,71266,74489,103234,64342,75769,76793,76706,76115,76616,75315,73163
20242,D,발달상권,3120072,성신여대,2873038,1155704,1717334,464885,920344,413146,345193,334979,394490,544614,535759,383498,419455,627738,361973,401363,412232,420206,411181,419230,418900,389926
20242,D,발달상권,3120073,미아사거리,358233,157361,200871,64641,38643,53041,68462,55703,77743,85787,70275,46396,48458,63497,43821,49025,49118,50498,49281,49626,55395,55288
20242,D,발달상권,3120074,안암역,1033151,517734,515418,190977,539617,91446,68312,61827,80973,183061,181202,161022,155003,218832,134033,157136,168345,160326,164106,144857,122171,116212
20242,D,발달상권,3120075,월곡역,368623,158394,210228,46933,90796,51026,48817,52347,78705,86948,75338,48025,48399,64832,45079,53043,54398,53706,52890,52445,51635,50505
20242,D,발달상권,3120076,수유역,4830810,2255796,2575013,411607,1249205,772285,718368,711646,967697,966545,933472,633388,676457,987693,633253,677470,682625,686912,682858,709066,714255,677624
20242,D,발달상권,3120077,미아역,1707290,800120,907170,208951,257256,213165,237533,308989,481397,434417,362392,212307,206874,278412,212889,244483,244386,245513,245796,245765,244430,236916
20242,D,발달상권,3120078,미아사거리역,1146484,501223,645261,139664,197748,165495,174504,193532,275541,183347,207737,180587,193893,248780,132141,158202,161214,163261,160231,169822,176533,157220
20242,D,발달상권,3120079,창동역,402169,188074,214094,56354,54360,54496,61269,70309,105380,38073,73470,68996,79776,101385,40468,56347,57179,56543,57001,60257,60829,54013
20242,D,발달상권,3120080,마들역,112001,46757,65244,22035,11049,16961,17588,16403,27963,10032,20384,18310,22312,30199,10764,15819,15293,15642,15456,15931,17826,16036
20242,D,발달상권,3120081,노원역,5043867,2220243,2823623,765744,936757,748856,740512,814160,1037837,779730,907796,780061,853969,1137924,584385,697290,708347,718918,708505,747074,767182,696547
20242,D,발달상권,3120082,상계백병원,197246,81701,115546,25702,26957,28502,30160,32650,53274,26620,40106,33753,35516,41197,20056,28584,28229,29733,28334,27861,27047,27458
20242,D,발달상권,3120083,등나무근린공원,247386,111691,135696,58138,27571,29077,42147,40335,50117,54105,48218,32724,34368,46838,31135,34471,34057,34672,34157,34697,37424,37909
20242,D,발달상권,3120084,공릉역,652153,311725,340426,93581,142179,88824,91249,88587,147731,136680,123991,83778,90353,136321,81032,89801,88418,90064,89199,90467,100542,103661
20242,D,발달상권,3120085,은행사거리,469668,221330,248338,207783,40547,30654,77621,56888,56175,34115,69999,75097,100063,145935,44461,63567,64394,65447,65420,65280,78558,67004
20242,D,발달상권,3120086,태릉입구역,461924,213431,248493,49218,105887,69782,64763,68921,103354,88860,95327,60551,66335,95343,55508,65072,66064,65460,65553,66433,68526,64815
20242,D,발달상권,3120087,응암역,723123,316110,407012,94894,110755,116086,127983,99531,173875,135528,149019,97868,99369,147739,93598,99258,97072,99890,98989,101051,113133,113729
20242,D,발달상권,3120088,구산역,587393,239449,347943,122521,79746,79063,87219,88745,130097,115522,114004,78700,86552,120986,71627,85375,85320,85344,83815,84709,84588,78242
20242,D,발달상권,3120089,구파발역,265117,115041,150076,58168,34501,41713,48799,34770,47167,62417,53192,31778,34832,49247,33651,36912,37036,37795,37024,37351,39839,39159
20242,D,발달상권,3120090,연신내역,1730916,804611,926303,166231,312972,284054,239108,259227,469324,373052,323772,217461,235552,346860,234217,242073,245528,249257,247372,253525,257550,235610
20242,D,발달상권,3120091,본서부병원,721926,317095,404830,105326,114650,115930,121691,104901,159427,205176,139594,79227,80466,119794,97669,103148,102277,103572,101496,102205,106029,103201
20242,D,발달상권,3120092,불광역,596233,263050,333183,41582,94275,100104,89981,101827,168463,107086,114516,84028,92141,127389,71070,81785,81516,85629,82081,83513,92039,89671
20242,D,발달상권,3120093,연희동,667366,297375,369991,64334,209705,117379,96470,74742,104738,137704,133897,96210,94230,126399,78927,93546,95161,95762,95099,95329,98115,94355
20242,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",6868295,3060728,3807568,718461,3268432,1074060,666046,546007,595290,1169614,1176122,996975,1063464,1579088,883031,938649,964880,977379,978851,1031237,1044674,932625
20242,D,발달상권,3120095,홍제역,1229197,541654,687543,153416,159313,185303,183480,208889,338793,247403,238020,161726,174195,249987,157864,173194,171103,172626,171827,174269,184225,181954
20242,D,발달상권,3120096,"이화여대(이대역, 이대)",1384142,465512,918630,112772,674247,224938,134028,115723,122436,363789,290219,167744,166058,224110,172223,196760,201376,205140,198883,196520,194254,191209
20242,D,발달상권,3120097,충정로역,513948,243736,270211,33203,83580,123396,116643,83179,73946,72064,120048,94570,96711,87368,43187,82302,86844,77759,82872,81527,52857,49789
20242,D,발달상권,3120098,DMC(디지털미디어시티),528043,258370,269673,57060,106261,132732,117947,66087,47957,54381,114917,108888,112234,98726,38897,87203,92400,83153,89349,83597,49083,43256
20242,D,발달상권,3120099,월드컵경기장역(월드컵경기장),10387,4564,5825,1291,1670,1957,1859,1575,2034,647,1710,1836,2348,2949,898,1041,1293,1283,1100,1184,2494,1993
20242,D,발달상권,3120100,망원역,611644,261289,350354,55481,139877,140757,99869,72140,103520,105318,122245,88107,94236,127430,74307,86488,88327,87743,88579,91169,89271,80066
20242,D,발달상권,3120101,합정역,1466469,668003,798467,119141,395146,376702,239853,164138,171490,203590,265945,241960,249278,337854,167843,203678,214367,207474,214681,225781,211599,188890
20242,D,발달상권,3120102,서교동(홍대),2600028,1172648,1427380,219429,733500,579022,469698,292493,305889,395113,469104,421186,463892,563813,286920,368287,380255,373261,380523,393511,376043,328146
20242,D,발달상권,3120103,홍대입구역(홍대),4297046,2041868,2255179,518204,1840233,874775,496246,285731,281858,837537,579101,567406,690954,1016775,605274,538831,546775,568527,577950,645950,765952,653062
20242,D,발달상권,3120104,연남동(홍대),4799921,2094201,2705720,438816,1470918,1064705,768717,496114,560650,957057,823372,655677,736690,1033877,593248,652592,661888,672955,674113,703646,750634,684094
20242,D,발달상권,3120105,상수역(홍대),1084813,504940,579874,137268,428110,200013,136596,82319,100506,223313,196378,156602,158442,215558,134520,149344,155712,154904,157249,158574,160570,148460
20242,D,발달상권,3120106,마포역,841089,394347,446742,114458,103706,175979,170632,128635,147679,185456,177625,119480,115704,145309,97516,125492,128138,123053,126166,127825,108508,101908
20242,D,발달상권,3120107,공덕역(공덕오거리),1512450,688856,823593,193065,236250,325566,289838,227468,240264,208310,324148,263504,260711,309012,146769,232461,241318,227030,233947,236707,181067,159921
20242,D,발달상권,3120108,신정네거리역,866467,407000,459467,153683,110366,123825,149001,131983,197611,203149,175245,106186,108846,158718,114323,123321,122886,124166,123044,123842,124957,124252
20242,D,발달상권,3120109,서울남부지방법원,668977,307260,361717,170993,72426,84095,117131,101497,122835,151099,141385,92776,89135,116017,78566,97641,98755,97543,97828,98124,91309,87779
20242,D,발달상권,3120110,목동역 8번출구,1246601,586146,660456,252128,173220,176354,210236,183136,251527,269381,238824,158469,171767,243070,165090,177411,177714,179011,177102,180333,181424,173604
20242,D,발달상권,3120111,목동사거리,668466,324039,344427,98110,94353,111985,109155,99740,155123,150148,133601,82646,87493,126346,88230,94751,93618,94388,93724,94445,98891,98651
20242,D,발달상권,3120112,등촌역,1500845,685353,815492,166137,256864,349788,250139,189349,288569,319889,305636,199672,202034,284307,189306,214660,216929,216722,214672,216834,213313,207714
20242,D,발달상권,3120113,오목교역,1981698,917873,1063825,567212,223939,229896,386845,279551,294254,357895,375237,290157,302894,419357,236156,273733,274700,277358,277749,286919,306736,284502
20242,D,발달상권,3120114,목동신시가지,1227083,569602,657480,388311,110327,128871,243629,164584,191361,246583,232689,168137,181637,248790,149247,172597,173079,175052,175387,177305,180522,173143
20242,D,발달상권,3120115,김포공항역(김포공항),9879,4733,5146,1064,1523,1951,1699,1475,2165,1586,2180,1521,1547,1902,1142,1344,1324,1428,1396,1407,1505,1472
20242,D,발달상권,3120116,송정역,278286,135446,142840,28596,48867,54469,44504,37801,64048,55014,56804,38186,38682,56053,33547,39484,39262,39735,39241,39875,40684,40004
20242,D,발달상권,3120117,강서농산물도매시장,10510,5506,5005,2546,1198,1346,1993,1611,1819,2670,2372,1323,1242,1608,1296,1521,1520,1491,1523,1518,1488,1448
20242,D,발달상권,3120118,마곡역(마곡),147840,75027,72812,24493,24316,31040,29809,19807,18374,26674,31442,24498,23954,25913,15356,22819,23458,22021,22896,23045,17882,15716
20242,D,발달상권,3120119,발산역(마곡),1143299,546355,596943,155393,197687,231529,206727,158630,193332,209586,215382,177680,184786,231214,124648,163070,167249,166037,166047,168056,163489,149352
20242,D,발달상권,3120120,화곡역,1748493,808696,939797,205656,303462,338493,281941,232229,386715,340598,349468,226474,237209,363526,231218,246503,244861,249274,245541,250219,260834,251263
20242,D,발달상권,3120121,까치산역,3031065,1449827,1581238,382068,490362,599586,543677,434434,580938,533074,595618,435761,457729,615832,393051,436093,443190,438955,436561,440803,422882,412581
20242,D,발달상권,3120122,강서구청,1793509,848170,945341,189904,335865,401540,297546,229960,338696,495454,363243,199904,195632,287952,251322,252080,251681,256795,252721,253370,263115,263745
20242,D,발달상권,3120123,오류동역,778418,366483,411937,82909,163641,162326,109553,108877,151112,179977,150199,92341,98963,147291,109646,109043,109705,112749,109888,109744,114955,112337
