기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
20241,A,골목상권,3110172,광진초등학교,503,320,183,0,71,87,132,137,76,0,36,50,87,90,57,0,35,37,45,47,19
20241,A,골목상권,3110173,구남초등학교,465,284,181,0,55,98,112,119,81,0,30,69,76,62,47,0,25,29,36,57,34
20241,A,골목상권,3110174,아차산역 1번,638,323,315,0,107,150,166,153,62,0,31,70,84,84,54,0,76,80,82,69,8
20241,A,골목상권,3110175,푸른동산공원,355,219,136,0,42,77,88,87,61,0,24,53,62,45,35,0,18,24,26,42,26
20241,A,골목상권,3110176,해오름공원,872,432,440,0,151,214,228,205,74,0,39,99,112,112,70,0,112,115,116,93,4
20241,A,골목상권,3110177,동의초등학교,38,24,14,0,6,6,10,10,6,0,3,3,7,7,4,0,3,3,3,3,2
20241,A,골목상권,3110178,장로회신학대학교,299,183,116,0,93,81,59,46,20,0,45,52,40,31,15,0,48,29,19,15,5
20241,A,골목상권,3110179,광나루역 1번,908,548,360,5,285,241,175,139,63,0,137,154,118,93,46,5,148,87,57,46,17
20241,A,골목상권,3110180,광진정보도서관,3745,2270,1475,27,1164,986,728,580,260,5,557,636,492,389,191,22,607,350,236,191,69
20241,A,골목상권,3110181,신설동역 9번,2753,1419,1334,0,338,612,679,674,450,0,160,349,358,308,244,0,178,263,321,366,206
20241,A,골목상권,3110182,용두희망어린이공원,623,324,299,0,82,139,151,152,99,0,39,81,81,69,54,0,43,58,70,83,45
20241,A,골목상권,3110183,한국의류시험연구원,779,402,377,0,97,171,193,190,128,0,46,99,101,87,69,0,51,72,92,103,59
20241,A,골목상권,3110184,용두사거리,439,226,213,0,56,97,107,107,72,0,26,55,56,50,39,0,30,42,51,57,33
20241,A,골목상권,3110185,용두초등학교,295,150,145,0,38,64,72,72,49,0,17,36,38,33,26,0,21,28,34,39,23
20241,A,골목상권,3110186,종암초등학교,221,133,88,0,26,56,56,48,35,0,10,34,36,28,25,0,16,22,20,20,10
20241,A,골목상권,3110187,제기동역 6번,1998,1035,963,0,252,442,489,488,327,0,118,256,260,222,179,0,134,186,229,266,148
20241,A,골목상권,3110188,용두동신동아아파트,2023,1049,974,0,252,448,498,496,329,0,120,259,264,227,179,0,132,189,234,269,150
20241,A,골목상권,3110189,제기동역 1번,640,368,272,0,77,153,161,144,105,0,32,90,98,78,70,0,45,63,63,66,35
20241,A,골목상권,3110190,고대앞사거리,306,188,118,0,36,78,78,65,49,0,14,47,51,38,38,0,22,31,27,27,11
20241,A,골목상권,3110191,고려대역 6번,354,220,134,0,40,92,90,78,54,0,14,57,60,48,41,0,26,35,30,30,13
20241,A,골목상권,3110192,동의보감타워,723,375,348,0,89,161,178,177,118,0,42,93,94,81,65,0,47,68,84,96,53
20241,A,골목상권,3110193,고려대역 4번,355,216,139,0,42,92,90,76,55,0,16,56,59,45,40,0,26,36,31,31,15
20241,A,골목상권,3110194,홍파초등학교,680,410,270,0,80,175,174,146,105,0,28,104,112,85,81,0,52,71,62,61,24
20241,A,골목상권,3110195,동대문구청,1243,641,602,0,157,272,305,305,204,0,74,156,160,140,111,0,83,116,145,165,93
20241,A,골목상권,3110196,홍릉근린공원,23,13,10,0,3,12,3,3,2,0,1,7,2,2,1,0,2,5,1,1,1
20241,A,골목상권,3110197,세종대왕기념관교차로,56,32,24,0,8,16,12,11,9,0,3,9,7,7,6,0,5,7,5,4,3
20241,A,골목상권,3110198,동대문중앙새마을금고본점,98,60,38,0,13,24,25,20,16,0,5,14,17,12,12,0,8,10,8,8,4
20241,A,골목상권,3110199,홍릉시장,434,254,180,0,57,118,102,90,67,0,20,70,64,53,47,0,37,48,38,37,20
20241,A,골목상권,3110200,동대문경찰서,65,34,31,0,11,21,12,11,10,0,4,12,6,6,6,0,7,9,6,5,4
20241,A,골목상권,3110201,전농119안전센터,19,15,4,0,1,2,6,7,3,0,1,2,5,5,2,0,0,0,1,2,1
20241,A,골목상권,3110202,전농1동주민센터(전농시장),17,16,1,0,0,1,7,8,1,0,0,1,7,7,1,0,0,0,0,1,0
20241,A,골목상권,3110203,떡전교사거리,268,147,121,0,45,82,51,48,42,0,16,49,28,28,26,0,29,33,23,20,16
20241,A,골목상권,3110204,간데메공원,1065,517,548,0,152,212,300,288,113,0,102,141,113,85,76,0,50,71,187,203,37
20241,A,골목상권,3110206,텃골근린공원,24,24,0,0,0,0,12,12,0,0,0,0,12,12,0,0,0,0,0,0,0
20241,A,골목상권,3110207,시립대앞사거리,8,8,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0
20241,A,골목상권,3110208,시조사삼거리,90,48,42,0,14,27,18,18,13,0,5,15,10,10,8,0,9,12,8,8,5
20241,A,골목상권,3110209,답십리 장령당공원,146,71,75,0,22,32,39,38,15,0,14,21,14,11,11,0,8,11,25,27,4
20241,A,골목상권,3110210,서울시립대,447,242,205,0,50,93,122,121,61,0,19,44,69,67,43,0,31,49,53,54,18
20241,A,골목상권,3110211,전곡마을마당공원,19,18,1,0,0,1,8,9,1,0,0,1,8,8,1,0,0,0,0,1,0
20241,A,골목상권,3110212,답십리초등학교,353,174,179,0,49,75,98,96,35,0,35,49,36,27,27,0,14,26,62,69,8
20241,A,골목상권,3110213,청량초등학교,98,43,55,0,18,27,28,19,6,0,2,11,14,11,5,0,16,16,14,8,1
20241,A,골목상권,3110214,경희대후문,414,182,232,0,78,111,119,77,29,0,11,41,59,47,24,0,67,70,60,30,5
20241,A,골목상권,3110215,회기역 1번,39,29,10,0,1,8,12,12,6,0,0,6,9,10,4,0,1,2,3,2,2
20241,A,골목상권,3110216,전농중학교,424,220,204,0,51,86,112,116,59,0,21,40,61,60,38,0,30,46,51,56,21
20241,A,골목상권,3110217,자동차부품상가,618,452,166,0,95,139,147,132,105,0,74,107,106,91,74,0,21,32,41,41,31
20241,A,골목상권,3110218,답십리사거리,581,425,156,0,88,132,139,123,99,0,70,102,99,83,71,0,18,30,40,40,28
20241,A,골목상권,3110219,삼육보건대학교,592,304,288,0,74,134,154,146,84,0,19,63,81,76,65,0,55,71,73,70,19
20241,A,골목상권,3110220,외대앞역 1번,598,262,336,0,113,161,167,110,47,0,16,59,83,68,36,0,97,102,84,42,11
20241,A,골목상권,3110221,의릉,164,94,70,0,16,34,35,42,37,0,5,17,17,24,31,0,11,17,18,18,6
20241,A,골목상권,3110222,회기역 2번,31,20,11,0,3,6,8,8,6,0,1,4,5,6,4,0,2,2,3,2,2
20241,A,골목상권,3110223,군자초등학교,1215,773,442,0,161,242,263,270,279,0,97,157,166,165,188,0,64,85,97,105,91
20241,A,골목상권,3110224,외대앞역 2번,69,39,30,0,10,16,20,15,8,0,2,8,12,11,6,0,8,8,8,4,2
20241,A,골목상권,3110225,촬영소사거리,446,330,116,0,69,101,107,93,76,0,55,79,77,63,56,0,14,22,30,30,20
20241,A,골목상권,3110226,장안1동주민센터,2671,1693,978,0,358,525,578,595,615,0,217,342,361,358,415,0,141,183,217,237,200
20241,A,골목상권,3110227,답십리공원,504,312,192,0,108,107,114,105,70,0,64,69,67,61,51,0,44,38,47,44,19
20241,A,골목상권,3110228,장안근린공원,740,400,340,0,228,144,151,139,78,0,119,82,72,67,60,0,109,62,79,72,18
20241,A,골목상권,3110229,장평중학교,1734,1098,636,0,235,342,378,383,396,0,142,221,237,230,268,0,93,121,141,153,128
20241,A,골목상권,3110230,장안현대홈타운1차아파트,285,154,131,0,88,57,59,53,28,0,45,33,27,26,23,0,43,24,32,27,5
20241,A,골목상권,3110231,장안교,128,68,60,0,36,25,27,25,15,0,18,14,13,12,11,0,18,11,14,13,4
20241,A,골목상권,3110232,동대부고,1201,643,558,0,374,231,244,227,125,0,193,133,113,109,95,0,181,98,131,118,30
20241,A,골목상권,3110233,중랑역 1번,43,32,11,0,0,0,16,11,16,0,0,0,8,8,16,0,0,0,8,3,0
20241,A,골목상권,3110234,중랑역 4번,68,44,24,0,1,6,22,17,22,0,0,3,11,11,19,0,1,3,11,6,3
20241,A,골목상권,3110235,세화어린이공원,4,3,1,0,0,0,2,1,1,0,0,0,1,1,1,0,0,0,1,0,0
20241,A,골목상권,3110236,신묵초등학교,568,401,167,0,81,141,138,165,43,0,50,96,90,123,42,0,31,45,48,42,1
20241,A,골목상권,3110237,메가박스 상봉,778,484,294,0,58,153,208,231,128,0,21,86,123,145,109,0,37,67,85,86,19
20241,A,골목상권,3110238,배꽃어린이공원,7,6,1,0,0,0,2,1,4,0,0,0,1,1,4,0,0,0,1,0,0
20241,A,골목상권,3110239,중랑역 2번,6,4,2,0,0,0,2,2,2,0,0,0,1,1,2,0,0,0,1,1,0
20241,A,골목상권,3110240,태릉시장 특화거리,30,21,9,0,0,2,8,7,13,0,0,0,4,4,13,0,0,2,4,3,0
20241,A,골목상권,3110241,먹골역 5번,545,378,167,0,80,138,134,150,43,0,46,94,88,112,38,0,34,44,46,38,5
20241,A,골목상권,3110242,면목5동주민센터,219,164,55,0,11,35,65,58,50,0,11,31,32,40,50,0,0,4,33,18,0
20241,A,골목상권,3110243,중랑노인종합복지관,721,416,305,0,31,113,170,240,167,0,0,50,87,141,138,0,31,63,83,99,29
20241,A,골목상권,3110244,중화역 4번,123,79,44,0,5,7,42,34,35,0,2,3,21,21,32,0,3,4,21,13,3
20241,A,골목상권,3110245,KB국민은행 중화동지점,51,34,17,0,2,4,16,12,17,0,1,2,8,8,15,0,1,2,8,4,2
20241,A,골목상권,3110246,월드순복음교회,702,476,226,0,71,168,219,179,65,0,38,112,141,125,60,0,33,56,78,54,5
20241,A,골목상권,3110247,먹골역 1번,428,203,225,0,39,103,131,106,49,0,11,50,56,50,36,0,28,53,75,56,13
20241,A,골목상권,3110248,먹골파출소,100,47,53,0,7,27,31,27,8,0,1,12,15,12,7,0,6,15,16,15,1
20241,A,골목상권,3110249,중화역 1번,642,338,304,0,62,140,174,157,109,0,18,54,82,89,95,0,44,86,92,68,14
20241,A,골목상권,3110250,화랑대역 7번,91,43,48,0,5,23,30,23,10,0,1,11,12,11,8,0,4,12,18,12,2
20241,A,골목상권,3110251,장안중학교,307,164,143,0,28,70,83,74,52,0,8,27,38,45,46,0,20,43,45,29,6
20241,A,골목상권,3110252,장안제일시장,618,456,162,0,41,91,179,171,136,0,40,82,87,112,135,0,1,9,92,59,1
20241,A,골목상권,3110253,중곡초등학교,198,168,30,0,4,27,58,83,26,0,2,21,44,75,26,0,2,6,14,8,0
20241,A,골목상권,3110254,오거리공원,230,178,52,0,4,23,74,95,34,0,0,14,53,77,34,0,4,9,21,18,0
20241,A,골목상권,3110255,상봉역 4번,554,397,157,0,62,145,194,126,27,0,36,105,132,97,27,0,26,40,62,29,0
20241,A,골목상권,3110256,면목2동체육관,1357,789,568,0,56,221,318,454,308,0,0,99,162,268,260,0,56,122,156,186,48
20241,A,골목상권,3110257,상봉역 7번,228,167,61,0,22,39,51,64,52,0,16,26,29,46,50,0,6,13,22,18,2
20241,A,골목상권,3110258,면동초등학교,168,98,70,0,12,40,48,44,24,0,1,21,26,28,22,0,11,19,22,16,2
20241,A,골목상권,3110259,사가정역 1번,329,219,110,0,23,59,91,94,62,0,5,32,55,72,55,0,18,27,36,22,7
20241,A,골목상권,3110260,면목역 3번,76,44,32,0,6,19,23,20,8,0,0,10,13,13,8,0,6,9,10,7,0
20241,A,골목상권,3110261,사가정역 4번,174,118,56,0,9,26,49,64,26,0,0,14,31,47,26,0,9,12,18,17,0
20241,A,골목상권,3110262,상봉역 3번,685,484,201,0,82,178,232,157,36,0,47,128,157,117,35,0,35,50,75,40,1
20241,A,골목상권,3110263,면목역 1번,87,47,40,0,8,22,24,23,10,0,0,11,13,13,10,0,8,11,11,10,0
20241,A,골목상권,3110264,면목역 2번,259,143,116,0,18,67,73,70,31,0,0,34,39,39,31,0,18,33,34,31,0
20241,A,골목상권,3110265,망우역 1번,389,266,123,0,42,69,82,109,87,0,26,40,45,74,81,0,16,29,37,35,6
20241,A,골목상권,3110266,면목동우체국,219,141,78,0,12,39,61,65,42,0,1,20,36,48,36,0,11,19,25,17,6
20241,A,골목상권,3110267,망우역 2번,259,176,83,0,27,50,59,72,51,0,16,29,34,50,47,0,11,21,25,22,4
20241,A,골목상권,3110268,망우3동주민센터,55,31,24,0,0,4,15,23,13,0,0,0,5,13,13,0,0,4,10,10,0
20241,A,골목상권,3110269,용마문화복지센터,168,108,60,0,12,30,44,50,32,0,1,16,27,37,27,0,11,14,17,13,5
20241,A,골목상권,3110270,혜원여고,65,36,29,0,1,6,19,24,15,0,0,2,8,13,13,0,1,4,11,11,2
20241,A,골목상권,3110271,신내역 1번,83,39,44,0,14,19,15,22,13,0,3,8,7,11,10,0,11,11,8,11,3
20241,A,골목상권,3110272,신내1동주민센터,700,332,368,0,124,155,127,190,104,0,32,64,60,93,83,0,92,91,67,97,21
20241,A,골목상권,3110273,장스여성병원,307,153,154,0,42,63,64,87,51,0,10,26,30,45,42,0,32,37,34,42,9
20241,A,골목상권,3110274,서일대학교,445,285,160,0,27,69,121,136,92,0,4,34,70,97,80,0,23,35,51,39,12
20241,A,골목상권,3110275,하나은행 망우동지점,117,62,55,0,11,21,27,39,19,0,2,8,13,21,18,0,9,13,14,18,1
20241,A,골목상권,3110276,신내IC북측,118,57,61,0,21,26,22,32,17,0,6,11,11,15,14,0,15,15,11,17,3
20241,A,골목상권,3110277,러스크서울병원,287,151,136,0,26,55,68,91,47,0,2,22,32,50,45,0,24,33,36,41,2
20241,A,골목상권,3110278,망우본동주민센터,312,168,144,0,22,55,76,106,53,0,1,19,36,60,52,0,21,36,40,46,1
20241,A,골목상권,3110279,신내역 2번,119,57,62,0,20,26,22,32,19,0,5,11,10,16,15,0,15,15,12,16,4
20241,A,골목상권,3110280,북정마을,535,407,128,0,71,133,158,153,20,0,39,92,125,137,14,0,32,41,33,16,6
20241,A,골목상권,3110281,길상사,1041,792,249,0,139,256,302,300,44,0,77,178,239,267,31,0,62,78,63,33,13
20241,A,골목상권,3110282,국민대학교앞,74,56,18,0,10,22,20,15,7,0,6,17,16,12,5,0,4,5,4,3,2
20241,A,골목상권,3110283,성북초등학교앞,795,607,188,0,105,195,231,230,34,0,58,137,183,205,24,0,47,58,48,25,10
20241,A,골목상권,3110284,정릉북한산국립공원입구,246,152,94,0,15,38,59,82,52,0,3,19,38,56,36,0,12,19,21,26,16
20241,A,골목상권,3110285,홍대부중,1347,1029,318,0,177,331,392,391,56,0,98,232,310,350,39,0,79,99,82,41,17
20241,A,골목상권,3110286,한성대입구역 5번,2996,2264,732,0,392,741,867,861,135,0,214,514,681,761,94,0,178,227,186,100,41
20241,A,골목상권,3110287,정릉3동주민센터,115,72,43,0,17,34,29,22,13,0,8,20,18,15,11,0,9,14,11,7,2
20241,A,골목상권,3110288,동구여중,1269,967,302,0,166,312,369,366,56,0,92,218,292,326,39,0,74,94,77,40,17
20241,A,골목상권,3110289,북한산보국문역 2번,43,41,2,0,3,16,13,9,2,0,3,14,13,9,2,0,0,2,0,0,0
20241,A,골목상권,3110290,북한산보국문역 1번,164,102,62,0,10,24,41,53,36,0,2,12,27,36,25,0,8,12,14,17,11
20241,A,골목상권,3110291,한성대입구역 3번,435,217,218,0,41,106,140,111,37,0,10,43,67,73,24,0,31,63,73,38,13
20241,A,골목상권,3110292,정릉역 2번,138,58,80,0,22,34,38,31,13,0,3,13,15,14,13,0,19,21,23,17,0
20241,A,골목상권,3110293,삼선중학교,5155,3924,1231,0,673,1264,1496,1496,226,0,371,886,1183,1328,156,0,302,378,313,168,70
20241,A,골목상권,3110294,서경대학교,432,236,196,0,38,84,116,129,65,0,4,37,62,81,52,0,34,47,54,48,13
20241,A,골목상권,3110295,정릉우체국,372,154,218,0,54,93,103,87,35,0,3,36,41,41,33,0,51,57,62,46,2
20241,A,골목상권,3110296,성신여대입구역 4번,630,360,270,1,91,146,182,130,80,0,37,80,114,86,43,1,54,66,68,44,37
20241,A,골목상권,3110297,경동고등학교,856,510,346,0,85,227,228,204,112,0,30,135,132,139,74,0,55,92,96,65,38
20241,A,골목상권,3110298,솔숲어린이공원,95,54,41,0,8,18,22,29,18,0,0,7,11,18,18,0,8,11,11,11,0
20241,A,골목상권,3110299,정릉역 1번,503,269,234,0,71,108,114,130,80,0,9,43,58,81,78,0,62,65,56,49,2
20241,A,골목상권,3110300,삼선동주민센터,956,500,456,0,113,218,249,242,134,0,37,100,128,147,88,0,76,118,121,95,46
20241,A,골목상권,3110301,성신여대입구역 7번,436,221,215,0,58,91,101,109,77,0,19,41,52,61,48,0,39,50,49,48,29
20241,A,골목상권,3110302,보문역 8번,754,566,188,0,72,224,158,158,142,0,39,177,126,126,98,0,33,47,32,32,44
20241,A,골목상권,3110303,성신여대입구역 1번,384,187,197,0,46,83,91,98,66,0,12,35,43,54,43,0,34,48,48,44,23
20241,A,골목상권,3110304,보문역 4번,560,415,145,0,54,166,127,118,95,0,29,127,96,94,69,0,25,39,31,24,26
20241,A,골목상권,3110305,보문역 5번,937,698,239,0,92,276,208,198,163,0,50,213,159,158,118,0,42,63,49,40,45
20241,A,골목상권,3110306,미아초등학교,911,443,468,60,318,224,155,99,55,24,137,118,77,45,42,36,181,106,78,54,13
20241,A,골목상권,3110307,길음역 7번,2145,1048,1097,140,751,529,359,234,132,57,324,279,177,108,103,83,427,250,182,126,29
20241,A,골목상권,3110308,길음역 8번,57,20,37,0,2,11,17,21,6,0,0,3,8,6,3,0,2,8,9,15,3
20241,A,골목상권,3110309,대광초등학교,261,176,85,0,32,70,77,58,24,0,16,44,50,43,23,0,16,26,27,15,1
20241,A,골목상권,3110310,길음역 10번,44,19,25,0,8,12,11,10,3,0,2,5,6,4,2,0,6,7,5,6,1
20241,A,골목상권,3110311,종암아이파크2차후문,93,49,44,0,8,24,33,27,1,0,3,9,15,21,1,0,5,15,18,6,0
20241,A,골목상권,3110312,안암역 2번,1127,750,377,0,149,300,322,250,106,0,76,189,209,182,94,0,73,111,113,68,12
20241,A,골목상권,3110313,안암역 3번,470,313,157,0,58,129,140,105,38,0,29,81,90,76,37,0,29,48,50,29,1
20241,A,골목상권,3110314,종암경찰서,3164,1663,1501,0,277,800,1116,901,70,0,120,295,510,696,42,0,157,505,606,205,28
20241,A,골목상권,3110315,종암아이파크2차,2951,1560,1391,0,257,749,1039,841,65,0,111,279,475,655,40,0,146,470,564,186,25
20241,A,골목상권,3110316,숭곡초등학교,837,524,313,0,29,101,172,187,348,0,3,50,89,123,259,0,26,51,83,64,89
20241,A,골목상권,3110317,종암중학교,1251,659,592,0,107,318,441,358,27,0,47,117,202,277,16,0,60,201,239,81,11
20241,A,골목상권,3110318,KT월곡지사,341,211,130,0,17,40,72,73,139,0,2,20,37,50,102,0,15,20,35,23,37
20241,A,골목상권,3110319,종암동주민센터,2537,1340,1197,0,223,646,894,719,55,0,99,240,409,558,34,0,124,406,485,161,21
20241,A,골목상권,3110320,KB국민은행 종암동지점,2171,1143,1028,0,190,549,766,618,48,0,82,203,350,479,29,0,108,346,416,139,19
20241,A,골목상권,3110321,동덕여대,20,12,8,0,1,2,4,5,8,0,0,1,2,3,6,0,1,1,2,2,2
20241,A,골목상권,3110322,장위1동주민센터,148,80,68,0,26,32,38,31,21,0,12,19,19,15,15,0,14,13,19,16,6
20241,A,골목상권,3110323,상월곡역 1번,643,407,236,0,104,184,157,114,84,0,52,119,94,68,74,0,52,65,63,46,10
20241,A,골목상권,3110324,월곡역 4번,194,122,72,0,32,54,47,35,26,0,16,35,28,20,23,0,16,19,19,15,3
20241,A,골목상권,3110325,장곡초등학교,148,81,67,0,26,33,40,31,18,0,13,20,20,14,14,0,13,13,20,17,4
20241,A,골목상권,3110326,장위동성당,41,24,17,0,6,9,11,9,6,0,3,5,6,5,5,0,3,4,5,4,1
20241,A,골목상권,3110327,상월곡역 2번,289,192,97,0,28,74,76,60,51,0,14,46,44,40,48,0,14,28,32,20,3
20241,A,골목상권,3110328,상월곡역 3번,967,623,344,0,134,252,228,174,179,0,67,164,137,107,148,0,67,88,91,67,31
20241,A,골목상권,3110329,우리은행체육관,214,138,76,0,19,38,52,59,46,0,4,20,30,39,45,0,15,18,22,20,1
20241,A,골목상권,3110330,돌곶이역 1번,264,176,88,0,4,44,75,72,69,0,0,22,44,48,62,0,4,22,31,24,7
20241,A,골목상권,3110331,돌곶이역 8번,438,318,120,0,15,57,81,94,191,0,7,41,49,63,158,0,8,16,32,31,33
20241,A,골목상권,3110332,돌곶이역 3번,192,121,71,0,14,33,51,50,44,0,3,17,29,31,41,0,11,16,22,19,3
20241,A,골목상권,3110333,돌곶이역 5번,193,143,50,0,2,23,35,42,91,0,1,16,21,28,77,0,1,7,14,14,14
20241,A,골목상권,3110334,석관중앙교회,107,86,21,0,0,10,18,22,57,0,0,9,11,16,50,0,0,1,7,6,7
20241,A,골목상권,3110335,석계역 7번,304,225,79,0,7,40,55,65,137,0,3,28,34,45,115,0,4,12,21,20,22
20241,A,골목상권,3110336,석관고등학교,178,131,47,0,6,20,34,39,79,0,3,15,21,27,65,0,3,5,13,12,14
20241,A,골목상권,3110337,아카데미하우스,409,257,152,0,10,29,63,106,201,0,0,14,36,72,135,0,10,15,27,34,66
20241,A,골목상권,3110338,인수초등학교,84,50,34,0,7,16,23,25,13,0,2,9,14,15,10,0,5,7,9,10,3
20241,A,골목상권,3110339,국립4.19민주묘지,41,25,16,0,1,3,6,10,21,0,0,1,3,7,14,0,1,2,3,3,7
20241,A,골목상권,3110340,인수중학교,147,89,58,0,10,25,40,45,27,0,1,14,25,28,21,0,9,11,15,17,6
20241,A,골목상권,3110341,북한산우이역 2번,295,186,109,0,7,18,40,75,155,0,0,7,22,53,104,0,7,11,18,22,51
20241,A,골목상권,3110342,국립재활원,83,53,30,0,4,15,23,29,12,0,1,9,14,19,10,0,3,6,9,10,2
20241,A,골목상권,3110343,무너미어린이공원,184,115,69,0,10,31,43,56,44,0,2,18,27,35,33,0,8,13,16,21,11
20241,A,골목상권,3110344,화계중학교,46,21,25,0,2,7,13,16,8,0,0,2,5,7,7,0,2,5,8,9,1
20241,A,골목상권,3110345,솔밭공원역 2번,303,192,111,0,6,16,43,80,158,0,0,7,25,56,104,0,6,9,18,24,54
20241,A,골목상권,3110346,4.19민주묘지역 2번,164,107,57,0,4,8,21,42,89,0,0,4,12,30,61,0,4,4,9,12,28
20241,A,골목상권,3110347,구세군강북종합사회복지관,5,3,2,0,0,1,2,1,1,0,0,0,1,1,1,0,0,1,1,0,0
20241,A,골목상권,3110348,강북문화예술회관,319,195,124,0,26,61,89,100,43,0,5,34,59,61,36,0,21,27,30,39,7
20241,A,골목상권,3110349,화계역 2번,11,6,5,0,0,1,4,4,2,0,0,0,2,2,2,0,0,1,2,2,0
20241,A,골목상권,3110350,가오리역 2번,143,87,56,0,13,26,41,43,20,0,3,15,26,27,16,0,10,11,15,16,4
20241,A,골목상권,3110351,수유북부시장옆,346,210,136,0,24,70,92,107,53,0,5,41,57,63,44,0,19,29,35,44,9
20241,A,골목상권,3110352,수유1동주민센터,233,108,125,0,12,38,69,78,36,0,0,12,28,35,33,0,12,26,41,43,3
20241,A,골목상권,3110353,수유동우체국,267,148,119,0,3,8,54,86,116,0,0,5,36,61,46,0,3,3,18,25,70
20241,A,골목상권,3110354,삼각산119안전센터,126,68,58,0,22,35,43,18,8,0,8,20,23,9,8,0,14,15,20,9,0
20241,A,골목상권,3110355,삼양사거리역 2번,33,24,9,0,2,4,7,10,10,0,0,2,4,8,10,0,2,2,3,2,0
20241,A,골목상권,3110356,덕수교,216,115,101,0,5,9,46,68,88,0,0,3,28,46,38,0,5,6,18,22,50
20241,A,골목상권,3110357,가오리역 1번,233,127,106,0,2,5,49,75,102,0,0,3,32,51,41,0,2,2,17,24,61
20241,A,골목상권,3110358,인수동 우편취급국,474,283,191,0,35,97,129,144,69,0,9,54,79,85,56,0,26,43,50,59,13
20241,A,골목상권,3110359,수유시장옆,154,81,73,0,8,40,43,45,18,0,2,16,19,29,15,0,6,24,24,16,3
20241,A,골목상권,3110360,수유초등학교,304,134,170,0,16,47,90,104,47,0,0,14,35,45,40,0,16,33,55,59,7
20241,A,골목상권,3110361,삼양사거리역 1번,35,21,14,0,0,4,6,10,15,0,0,1,3,7,10,0,0,3,3,3,5
20241,A,골목상권,3110362,우이천 계성교,331,183,148,0,2,8,67,110,144,0,0,5,43,77,58,0,2,3,24,33,86
20241,A,골목상권,3110363,송천동주민센터,23,13,10,0,0,2,5,8,8,0,0,1,2,5,5,0,0,1,3,3,3
20241,A,골목상권,3110364,미아역 8번,631,369,262,0,42,112,195,193,89,0,12,55,112,121,69,0,30,57,83,72,20
20241,A,골목상권,3110365,미아역 5번,236,145,91,0,11,43,75,74,33,0,2,21,46,48,28,0,9,22,29,26,5
20241,A,골목상권,3110366,광산사거리,102,52,50,0,7,26,30,30,9,0,1,10,14,20,7,0,6,16,16,10,2
20241,A,골목상권,3110367,강북구청,374,192,182,0,32,92,102,104,44,0,7,38,48,66,33,0,25,54,54,38,11
20241,A,골목상권,3110368,송천초등학교,20,14,6,0,0,0,1,8,11,0,0,0,0,7,7,0,0,0,1,1,4
20241,A,골목상권,3110369,성신여대운정그린캠퍼스,1611,908,703,0,127,272,495,489,228,0,41,134,269,299,165,0,86,138,226,190,63
20241,A,골목상권,3110370,도봉세무서,199,108,91,0,2,21,36,61,79,0,0,7,15,40,46,0,2,14,21,21,33
20241,A,골목상권,3110371,삼양입구사거리,38,21,17,0,0,0,4,13,21,0,0,0,0,10,11,0,0,0,4,3,10
20241,A,골목상권,3110372,강북중학교,162,85,77,0,8,44,46,47,17,0,2,19,21,28,15,0,6,25,25,19,2
20241,A,골목상권,3110373,수유역 2번,206,133,73,0,21,41,39,60,45,0,8,28,26,43,28,0,13,13,13,17,17
20241,A,골목상권,3110374,송중초등학교,219,107,112,0,9,31,73,65,41,0,1,10,31,31,34,0,8,21,42,34,7
20241,A,골목상권,3110375,서울북부고용노동지청,796,377,419,0,98,96,229,254,119,0,37,52,98,122,68,0,61,44,131,132,51
20241,A,골목상권,3110376,수송초등학교,203,131,72,0,16,42,39,61,45,0,6,28,25,44,28,0,10,14,14,17,17
20241,A,골목상권,3110377,미아사거리역 3번,44,23,21,0,1,5,15,15,8,0,0,1,7,7,8,0,1,4,8,8,0
20241,A,골목상권,3110378,송중동주민센터,67,32,35,0,4,10,22,19,12,0,0,4,9,9,10,0,4,6,13,10,2
20241,A,골목상권,3110379,KT&G 북부지사,26,19,7,0,2,5,5,8,6,0,1,4,4,6,4,0,1,1,1,2,2
20241,A,골목상권,3110380,강북문화정보도서관,69,33,36,0,7,7,20,24,11,0,2,4,8,12,7,0,5,3,12,12,4
20241,A,골목상권,3110381,번동주공2단지,511,281,230,0,52,83,125,148,103,0,19,40,70,82,70,0,33,43,55,66,33
20241,A,골목상권,3110382,솔밭공원역 1번,126,61,65,0,10,20,37,39,20,0,0,6,15,20,20,0,10,14,22,19,0
20241,A,골목상권,3110383,덕성여대시반거리,159,76,83,0,13,26,46,49,25,0,0,8,18,25,25,0,13,18,28,24,0
