총_유동인구_수,남성_유동인구_수,여성_유동인구_수,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,초년_유동인구_수,중년_유동인구_수,노년_유동인구_수,초년_직장_인구_수,중년_직장_인구_수,노년_직장_인구_수,상권_구분_코드_명,기준_년분기_코드,평균매출
43579.0,20501.0,23078.0,772.0,447.0,325.0,11400.0,17822.0,14356.0,173.0,424.0,175.0,전통시장,20243,679319885.0
41776.0,19996.0,21780.0,473.0,275.0,198.0,10648.0,16980.0,14149.0,106.0,260.0,107.0,전통시장,20244,657404265.5
1462518.0,677861.0,784656.0,16461.0,9609.0,6852.0,404932.0,603536.0,454050.0,3180.0,8823.0,4458.0,발달상권,20241,1415234814.5555556
1512450.0,688856.0,823593.0,16461.0,9609.0,6852.0,429315.0,615404.0,467732.0,3180.0,8823.0,4458.0,발달상권,20242,1478486536.2222223
1334416.0,611298.0,723118.0,16461.0,9609.0,6852.0,384050.0,542355.0,408011.0,3180.0,8823.0,4458.0,발달상권,20243,1460329911.3333333
1359807.0,623681.0,736126.0,16135.0,9411.0,6724.0,390583.0,549504.0,419719.0,3038.0,8685.0,4412.0,발달상권,20244,1594924950.8888888
1938349.0,899159.0,1039190.0,5671.0,3063.0,2608.0,585123.0,563812.0,789415.0,606.0,2101.0,2964.0,골목상권,20241,439585901.8333333
1913070.0,887057.0,1026013.0,5671.0,3063.0,2608.0,569738.0,552901.0,790431.0,606.0,2101.0,2964.0,골목상권,20242,477097666.6666667
1876764.0,872225.0,1004540.0,5671.0,3063.0,2608.0,563882.0,540266.0,772616.0,606.0,2101.0,2964.0,골목상권,20243,453844311.3333333
1837384.0,850818.0,986565.0,2039.0,1105.0,934.0,551010.0,526041.0,760331.0,216.0,758.0,1065.0,골목상권,20244,460191065.6666667
717371.0,331205.0,386166.0,2131.0,1150.0,981.0,257409.0,194201.0,265763.0,227.0,792.0,1112.0,전통시장,20241,283244183.6
622960.0,290205.0,332756.0,2131.0,1150.0,981.0,223526.0,167428.0,232005.0,227.0,792.0,1112.0,전통시장,20242,293579335.8
669160.0,313129.0,356031.0,2131.0,1150.0,981.0,233018.0,179022.0,257120.0,227.0,792.0,1112.0,전통시장,20243,258916772.8
645465.0,300827.0,344638.0,818.0,443.0,375.0,227942.0,170694.0,246831.0,87.0,303.0,428.0,전통시장,20244,302936290.6
644557.0,306692.0,337866.0,2344.0,1266.0,1078.0,238356.0,175294.0,230908.0,251.0,870.0,1223.0,발달상권,20241,1280020648.625
652153.0,311725.0,340426.0,2344.0,1266.0,1078.0,235760.0,180073.0,236318.0,251.0,870.0,1223.0,발달상권,20242,1406721244.375
577470.0,277635.0,299834.0,2344.0,1266.0,1078.0,210179.0,157910.0,209381.0,251.0,870.0,1223.0,발달상권,20243,1102760304.0
551827.0,265858.0,285969.0,1133.0,615.0,518.0,203204.0,148433.0,200191.0,120.0,419.0,594.0,발달상권,20244,1359435828.25
1520674.0,746516.0,774158.0,1608.0,870.0,738.0,640491.0,380860.0,499323.0,171.0,596.0,841.0,골목상권,20241,104095280.25
1488149.0,737496.0,750653.0,1608.0,870.0,738.0,627925.0,373775.0,486451.0,171.0,596.0,841.0,골목상권,20242,113633941.5
1416866.0,703029.0,713838.0,1608.0,870.0,738.0,594308.0,355130.0,467427.0,171.0,596.0,841.0,골목상권,20243,79259688.25
1397905.0,692379.0,705524.0,588.0,320.0,268.0,599383.0,341984.0,456537.0,59.0,223.0,306.0,골목상권,20244,101589345.0
393706.0,180041.0,213665.0,421.0,336.0,85.0,97442.0,133202.0,163062.0,43.0,193.0,185.0,골목상권,20241,206706791.5
318141.0,146746.0,171394.0,421.0,336.0,85.0,72464.0,110605.0,135073.0,43.0,193.0,185.0,골목상권,20242,213196359.5
342628.0,161134.0,181494.0,421.0,336.0,85.0,81537.0,115151.0,145940.0,43.0,193.0,185.0,골목상권,20243,196205066.0
348328.0,165158.0,183170.0,496.0,399.0,97.0,79765.0,116545.0,152016.0,46.0,232.0,218.0,골목상권,20244,172860750.5
420554.0,208355.0,212199.0,68.0,47.0,21.0,123128.0,151492.0,145933.0,4.0,28.0,36.0,전통시장,20241,363270285.0
396197.0,195743.0,200454.0,68.0,47.0,21.0,117362.0,142881.0,135956.0,4.0,28.0,36.0,전통시장,20242,374829974.5
377563.0,188367.0,189196.0,68.0,47.0,21.0,111238.0,135645.0,130680.0,4.0,28.0,36.0,전통시장,20243,319696751.5
369768.0,186192.0,183577.0,35.0,26.0,9.0,106263.0,135671.0,127835.0,1.0,16.0,18.0,전통시장,20244,303688642.5
1611891.0,768855.0,843037.0,321.0,234.0,87.0,434256.0,524744.0,652892.0,20.0,140.0,161.0,골목상권,20241,454649024.2
1489347.0,710458.0,778889.0,321.0,234.0,87.0,421426.0,477609.0,590312.0,20.0,140.0,161.0,골목상권,20242,570491193.75
1422003.0,678858.0,743146.0,321.0,234.0,87.0,393798.0,456993.0,571213.0,20.0,140.0,161.0,골목상권,20243,555619027.25
1452037.0,700933.0,751104.0,213.0,159.0,54.0,397708.0,470057.0,584273.0,8.0,93.0,112.0,골목상권,20244,529748045.5
295586.0,141849.0,153737.0,345.0,198.0,147.0,91780.0,84724.0,119081.0,52.0,200.0,93.0,골목상권,20241,336611573.0
231366.0,110238.0,121127.0,345.0,198.0,147.0,70917.0,68311.0,92139.0,52.0,200.0,93.0,골목상권,20242,346675165.0
222835.0,107287.0,115549.0,345.0,198.0,147.0,68587.0,63392.0,90855.0,52.0,200.0,93.0,골목상권,20243,222878602.0
208641.0,101951.0,106691.0,473.0,277.0,196.0,64835.0,59657.0,84149.0,72.0,273.0,128.0,골목상권,20244,241972324.5
180051.0,90502.0,89549.0,625.0,330.0,295.0,60009.0,63084.0,56957.0,144.0,334.0,147.0,골목상권,20241,426004478.0
182481.0,92929.0,89552.0,625.0,330.0,295.0,62897.0,63969.0,55615.0,144.0,334.0,147.0,골목상권,20242,495660737.0
177075.0,88859.0,88217.0,625.0,330.0,295.0,56681.0,65435.0,54960.0,144.0,334.0,147.0,골목상권,20243,410207667.0
190308.0,95000.0,95309.0,443.0,237.0,206.0,64905.0,67596.0,57808.0,101.0,238.0,104.0,골목상권,20244,585521663.0
4294587.0,2033962.0,2260625.0,467.0,212.0,255.0,1540601.0,1454352.0,1299633.0,46.0,191.0,230.0,골목상권,20241,631770252.1111112
4323561.0,2038856.0,2284704.0,467.0,212.0,255.0,1550080.0,1492589.0,1280893.0,46.0,191.0,230.0,골목상권,20242,656208750.7777778
4218462.0,1999378.0,2219083.0,467.0,212.0,255.0,1485781.0,1469954.0,1262727.0,46.0,191.0,230.0,골목상권,20243,692123359.375
4235673.0,1987408.0,2248265.0,431.0,195.0,236.0,1493143.0,1482213.0,1260318.0,35.0,178.0,218.0,골목상권,20244,695959824.1111112
1981336.0,983528.0,997807.0,1751.0,1218.0,533.0,654022.0,686287.0,641028.0,284.0,1040.0,427.0,골목상권,20241,419785729.25
1841979.0,918415.0,923565.0,1751.0,1218.0,533.0,619659.0,635826.0,586493.0,284.0,1040.0,427.0,골목상권,20242,431368289.75
1815099.0,902833.0,912267.0,1751.0,1218.0,533.0,604220.0,627864.0,583017.0,284.0,1040.0,427.0,골목상권,20243,408537803.75
1818090.0,882508.0,935582.0,1871.0,1319.0,552.0,612394.0,624470.0,581227.0,301.0,1131.0,439.0,골목상권,20244,441264066.75
82485.0,40281.0,42205.0,311.0,171.0,140.0,31429.0,24847.0,26208.0,50.0,164.0,97.0,골목상권,20241,256808057.0
88971.0,40792.0,48179.0,311.0,171.0,140.0,37177.0,25689.0,26107.0,50.0,164.0,97.0,골목상권,20242,217823610.0
83970.0,39808.0,44162.0,311.0,171.0,140.0,32707.0,24764.0,26498.0,50.0,164.0,97.0,골목상권,20243,241782752.5
84858.0,39683.0,45174.0,527.0,291.0,236.0,33473.0,25598.0,25784.0,84.0,282.0,161.0,골목상권,20244,261693007.5
550403.0,264040.0,286363.0,371.0,258.0,113.0,180244.0,177549.0,192610.0,59.0,220.0,92.0,전통시장,20241,193274036.4
564497.0,267331.0,297166.0,371.0,258.0,113.0,189933.0,181091.0,193472.0,59.0,220.0,92.0,전통시장,20242,202600606.0
607569.0,284244.0,323327.0,371.0,258.0,113.0,200185.0,198707.0,208679.0,59.0,220.0,92.0,전통시장,20243,228257986.25
597654.0,273385.0,324269.0,373.0,266.0,107.0,195289.0,197377.0,204987.0,60.0,225.0,88.0,전통시장,20244,364266467.6666667
184121.0,85501.0,98620.0,277.0,157.0,120.0,52983.0,57046.0,74093.0,41.0,150.0,86.0,골목상권,20241,176179869.33333334
185689.0,85732.0,99956.0,277.0,157.0,120.0,56018.0,57147.0,72525.0,41.0,150.0,86.0,골목상권,20242,171677653.0
190741.0,87649.0,103092.0,277.0,157.0,120.0,56648.0,58874.0,75220.0,41.0,150.0,86.0,골목상권,20243,146623089.66666666
191542.0,86910.0,104631.0,389.0,219.0,170.0,56004.0,60761.0,74775.0,59.0,217.0,113.0,골목상권,20244,275020713.0
61980.0,31652.0,30327.0,18.0,11.0,7.0,20657.0,21860.0,19463.0,1.0,9.0,8.0,전통시장,20241,52381876.0
66256.0,34212.0,32044.0,18.0,11.0,7.0,22523.0,23975.0,19756.0,1.0,9.0,8.0,전통시장,20242,44133236.0
68360.0,35385.0,32975.0,18.0,11.0,7.0,22934.0,24837.0,20591.0,1.0,9.0,8.0,전통시장,20243,45637689.0
70102.0,36284.0,33817.0,12.0,8.0,4.0,23461.0,25525.0,21114.0,0.0,7.0,5.0,전통시장,20244,60936786.0
374440.0,173789.0,200653.0,420.0,235.0,185.0,113786.0,113525.0,147130.0,63.0,201.0,156.0,전통시장,20241,241953130.0
374527.0,173111.0,201416.0,420.0,235.0,185.0,121127.0,112098.0,141302.0,63.0,201.0,156.0,전통시장,20242,292233498.2
368144.0,169111.0,199034.0,420.0,235.0,185.0,116515.0,110798.0,140831.0,63.0,201.0,156.0,전통시장,20243,294919218.0
373951.0,169496.0,204455.0,454.0,253.0,201.0,118272.0,115142.0,140538.0,67.0,220.0,167.0,전통시장,20244,299772251.8
1214721.0,718199.0,496521.0,227.0,132.0,95.0,535136.0,419517.0,260068.0,32.0,99.0,96.0,골목상권,20241,131845015.0
1225763.0,723703.0,502059.0,227.0,132.0,95.0,550848.0,415136.0,259778.0,32.0,99.0,96.0,골목상권,20242,161516427.33333334
1172625.0,688417.0,484209.0,227.0,132.0,95.0,512374.0,407339.0,252912.0,32.0,99.0,96.0,골목상권,20243,125685197.33333333
1172639.0,679959.0,492681.0,237.0,137.0,100.0,523902.0,400357.0,248379.0,30.0,104.0,103.0,골목상권,20244,121639731.0
391185.0,168463.0,222724.0,908.0,548.0,360.0,124391.0,125438.0,141357.0,290.0,416.0,202.0,골목상권,20241,979264995.25
398207.0,174958.0,223249.0,908.0,548.0,360.0,126856.0,125080.0,146273.0,290.0,416.0,202.0,골목상권,20242,1127413575.5
384882.0,172864.0,212018.0,908.0,548.0,360.0,116457.0,117597.0,150827.0,290.0,416.0,202.0,골목상권,20243,972928265.25
404375.0,177769.0,226607.0,1004.0,608.0,396.0,124597.0,124873.0,154905.0,319.0,461.0,224.0,골목상권,20244,1075003025.25
544166.0,253262.0,290905.0,102.0,52.0,50.0,142219.0,155684.0,246263.0,7.0,56.0,39.0,골목상권,20241,370820206.6666667
512372.0,237441.0,274930.0,102.0,52.0,50.0,140572.0,143938.0,227861.0,7.0,56.0,39.0,골목상권,20242,384367801.0
514049.0,237914.0,276134.0,102.0,52.0,50.0,133415.0,143757.0,236878.0,7.0,56.0,39.0,골목상권,20243,369943264.0
546791.0,251861.0,294930.0,112.0,59.0,53.0,138339.0,154277.0,254174.0,5.0,64.0,43.0,골목상권,20244,391111220.6666667
448004.0,236802.0,211201.0,198.0,107.0,91.0,191457.0,108931.0,147615.0,33.0,97.0,68.0,골목상권,20241,294269479.0
486931.0,263461.0,223470.0,198.0,107.0,91.0,223941.0,111524.0,151468.0,33.0,97.0,68.0,골목상권,20242,369166221.8333333
430719.0,231870.0,198849.0,198.0,107.0,91.0,183086.0,103726.0,143907.0,33.0,97.0,68.0,골목상권,20243,297241229.5
466124.0,250493.0,215629.0,398.0,214.0,184.0,214498.0,105776.0,145850.0,64.0,200.0,134.0,골목상권,20244,360367160.1666667
849668.0,462629.0,387039.0,159.0,89.0,70.0,404658.0,208300.0,236710.0,23.0,76.0,60.0,골목상권,20241,70542931.6
951455.0,554406.0,397049.0,159.0,89.0,70.0,545951.0,190257.0,215244.0,23.0,76.0,60.0,골목상권,20242,87396317.2
760535.0,438940.0,321595.0,159.0,89.0,70.0,390729.0,172594.0,197213.0,23.0,76.0,60.0,골목상권,20243,69190096.4
944603.0,548298.0,396306.0,125.0,68.0,57.0,520612.0,193688.0,230303.0,16.0,68.0,41.0,골목상권,20244,101278995.75
525181.0,285998.0,239182.0,4950.0,2774.0,2176.0,87692.0,175625.0,261863.0,1094.0,2844.0,1012.0,전통시장,20241,2274132702.75
556410.0,301262.0,255147.0,4950.0,2774.0,2176.0,90694.0,188278.0,277437.0,1094.0,2844.0,1012.0,전통시장,20242,2190033356.0
516034.0,280617.0,235418.0,4950.0,2774.0,2176.0,83716.0,176841.0,255476.0,1094.0,2844.0,1012.0,전통시장,20243,1904977435.0
558683.0,300822.0,257861.0,6074.0,3402.0,2672.0,87915.0,188718.0,282048.0,1342.0,3490.0,1242.0,전통시장,20244,2175517585.5
497923.0,241977.0,255946.0,312.0,189.0,123.0,163866.0,171582.0,162474.0,44.0,166.0,102.0,골목상권,20241,162033882.0
490894.0,239174.0,251720.0,312.0,189.0,123.0,169912.0,166042.0,154941.0,44.0,166.0,102.0,골목상권,20242,110646479.5
474502.0,234257.0,240244.0,312.0,189.0,123.0,156387.0,163826.0,154290.0,44.0,166.0,102.0,골목상권,20243,51169511.0
472323.0,232661.0,239661.0,330.0,208.0,122.0,161754.0,161331.0,149236.0,42.0,183.0,105.0,골목상권,20244,53471436.0
1031052.0,480916.0,550135.0,1004.0,796.0,208.0,466289.0,326566.0,238197.0,69.0,414.0,521.0,골목상권,20241,284496041.3333333
1071642.0,504166.0,567475.0,1004.0,796.0,208.0,527974.0,313466.0,230201.0,69.0,414.0,521.0,골목상권,20242,292013307.6666667
946714.0,446311.0,500404.0,1004.0,796.0,208.0,404014.0,311604.0,231096.0,69.0,414.0,521.0,골목상권,20243,258922717.33333334
1034700.0,488336.0,546363.0,1480.0,1167.0,313.0,479487.0,322857.0,232355.0,102.0,609.0,769.0,골목상권,20244,316668594.0
1686476.0,803076.0,883398.0,890.0,709.0,181.0,471181.0,548099.0,667193.0,54.0,374.0,462.0,골목상권,20241,409269117.8
1701042.0,804368.0,896673.0,890.0,709.0,181.0,475983.0,560967.0,664091.0,54.0,374.0,462.0,골목상권,20242,554843218.25
1722031.0,823856.0,898176.0,890.0,709.0,181.0,479996.0,568246.0,673789.0,54.0,374.0,462.0,골목상권,20243,495240176.25
1725742.0,818780.0,906961.0,1449.0,1146.0,303.0,475823.0,568667.0,681252.0,98.0,600.0,751.0,골목상권,20244,483285334.25
230681.0,108214.0,122468.0,3745.0,2270.0,1475.0,53273.0,78271.0,99136.0,1191.0,1714.0,840.0,골목상권,20241,415361847.0
246695.0,114830.0,131865.0,3745.0,2270.0,1475.0,56227.0,84191.0,106275.0,1191.0,1714.0,840.0,골목상권,20242,486572335.8
252370.0,117606.0,134764.0,3745.0,2270.0,1475.0,58669.0,84643.0,109059.0,1191.0,1714.0,840.0,골목상권,20243,469913126.8
266844.0,124810.0,142035.0,7034.0,4268.0,2766.0,62023.0,89566.0,115255.0,2235.0,3220.0,1579.0,골목상권,20244,495515492.4
1020315.0,456638.0,563677.0,503.0,320.0,183.0,317880.0,335703.0,366730.0,71.0,219.0,213.0,골목상권,20241,106069865.0
1029785.0,458454.0,571331.0,503.0,320.0,183.0,323378.0,342122.0,364286.0,71.0,219.0,213.0,골목상권,20242,154409336.0
937056.0,423218.0,513838.0,503.0,320.0,183.0,293832.0,306879.0,336345.0,71.0,219.0,213.0,골목상권,20243,156361236.5
923229.0,417430.0,505799.0,973.0,617.0,356.0,287838.0,306510.0,328882.0,136.0,422.0,415.0,골목상권,20244,106048745.0
1271647.0,615767.0,655882.0,38360.0,23645.0,14715.0,286222.0,576359.0,409067.0,5502.0,22400.0,10458.0,발달상권,20241,5068884977.7
1238749.0,592771.0,645979.0,38360.0,23645.0,14715.0,277662.0,564969.0,396119.0,5502.0,22400.0,10458.0,발달상권,20242,5154206551.6
1193933.0,573955.0,619980.0,38360.0,23645.0,14715.0,268466.0,547970.0,377499.0,5502.0,22400.0,10458.0,발달상권,20243,5123717694.1
1267163.0,604874.0,662287.0,43594.0,26963.0,16631.0,279121.0,568510.0,419531.0,6147.0,25466.0,11981.0,발달상권,20244,5528810431.3
399539.0,187225.0,212313.0,158.0,100.0,58.0,128555.0,133230.0,137755.0,26.0,78.0,54.0,골목상권,20241,102283215.33333333
368249.0,172222.0,196027.0,158.0,100.0,58.0,114745.0,123399.0,130104.0,26.0,78.0,54.0,골목상권,20242,93518068.66666667
372675.0,171258.0,201414.0,158.0,100.0,58.0,118049.0,121574.0,133052.0,26.0,78.0,54.0,골목상권,20243,73204276.66666667
384176.0,178365.0,205810.0,171.0,109.0,62.0,121887.0,126341.0,135947.0,27.0,84.0,60.0,골목상권,20244,96238477.33333333
341715.0,167414.0,174301.0,286.0,180.0,106.0,115102.0,115625.0,110987.0,52.0,135.0,99.0,골목상권,20241,22664121.0
314956.0,156297.0,158659.0,286.0,180.0,106.0,107180.0,106550.0,101226.0,52.0,135.0,99.0,골목상권,20242,27444516.5
317299.0,155294.0,162005.0,286.0,180.0,106.0,110359.0,104607.0,102332.0,52.0,135.0,99.0,골목상권,20243,27965575.0
304168.0,146163.0,158005.0,259.0,162.0,97.0,104478.0,101317.0,98375.0,44.0,127.0,88.0,골목상권,20244,28766433.5
4462164.0,2250833.0,2211330.0,31116.0,17843.0,13273.0,1214286.0,1810183.0,1437695.0,6089.0,16483.0,8544.0,발달상권,20241,5989180625.7
4490922.0,2259127.0,2231796.0,31116.0,17843.0,13273.0,1236320.0,1808584.0,1446018.0,6089.0,16483.0,8544.0,발달상권,20242,6067025379.4
4474387.0,2244002.0,2230383.0,31116.0,17843.0,13273.0,1255345.0,1795411.0,1423631.0,6089.0,16483.0,8544.0,발달상권,20243,5908588849.5
4442724.0,2226369.0,2216355.0,33675.0,19287.0,14388.0,1166838.0,1797275.0,1478612.0,6613.0,17876.0,9186.0,발달상권,20244,6184544951.6
2109936.0,1096481.0,1013455.0,14627.0,8569.0,6058.0,579813.0,927534.0,602590.0,2651.0,7888.0,4088.0,발달상권,20241,1258635826.4444444
2094159.0,1094107.0,1000052.0,14627.0,8569.0,6058.0,581088.0,915213.0,597859.0,2651.0,7888.0,4088.0,발달상권,20242,1314541658.2222223
2013143.0,1039262.0,973881.0,14627.0,8569.0,6058.0,569612.0,872775.0,570757.0,2651.0,7888.0,4088.0,발달상권,20243,1274266002.1111112
2012783.0,1040447.0,972336.0,16919.0,9811.0,7108.0,547164.0,879562.0,586058.0,3177.0,8891.0,4851.0,발달상권,20244,1362119032.7777777
451182.0,229166.0,222016.0,5320.0,3432.0,1888.0,108624.0,200953.0,141605.0,1311.0,2677.0,1332.0,발달상권,20241,695567616.6
494937.0,251263.0,243673.0,5320.0,3432.0,1888.0,121212.0,219984.0,153740.0,1311.0,2677.0,1332.0,발달상권,20242,801397194.0
484724.0,248943.0,235781.0,5320.0,3432.0,1888.0,116724.0,215540.0,152458.0,1311.0,2677.0,1332.0,발달상권,20243,690802322.6666666
456904.0,231381.0,225523.0,5630.0,3642.0,1988.0,113573.0,201181.0,142149.0,1382.0,2842.0,1406.0,발달상권,20244,781828505.1666666
308943.0,152964.0,155979.0,465.0,284.0,181.0,78531.0,101009.0,129403.0,55.0,210.0,200.0,골목상권,20241,358786767.0
310863.0,154636.0,156228.0,465.0,284.0,181.0,81380.0,104675.0,124809.0,55.0,210.0,200.0,골목상권,20242,369357201.5
322813.0,161370.0,161443.0,465.0,284.0,181.0,83786.0,107938.0,131087.0,55.0,210.0,200.0,골목상권,20243,286212932.0
340037.0,173209.0,166828.0,542.0,330.0,212.0,89179.0,112697.0,138161.0,65.0,246.0,231.0,골목상권,20244,303847184.5
1233562.0,587756.0,645805.0,201.0,127.0,74.0,245071.0,419733.0,568758.0,23.0,99.0,79.0,골목상권,20241,161857505.66666666
1220944.0,586075.0,634870.0,201.0,127.0,74.0,231608.0,418576.0,570760.0,23.0,99.0,79.0,골목상권,20242,260055138.0
1194916.0,581235.0,613681.0,201.0,127.0,74.0,235182.0,406900.0,552835.0,23.0,99.0,79.0,골목상권,20243,206762705.0
1191350.0,575568.0,615782.0,230.0,147.0,83.0,235679.0,406494.0,549175.0,25.0,116.0,89.0,골목상권,20244,235904433.5
1428739.0,714332.0,714406.0,345.0,211.0,134.0,265484.0,437790.0,725465.0,29.0,167.0,149.0,골목상권,20241,518607331.875
1376451.0,681502.0,694949.0,345.0,211.0,134.0,247670.0,423420.0,705361.0,29.0,167.0,149.0,골목상권,20242,512048106.0
1423240.0,701520.0,721720.0,345.0,211.0,134.0,271340.0,432622.0,719279.0,29.0,167.0,149.0,골목상권,20243,515690022.625
1456334.0,705290.0,751044.0,287.0,173.0,114.0,275937.0,445144.0,735254.0,18.0,142.0,127.0,골목상권,20244,479010792.0
296616.0,146140.0,150475.0,113.0,74.0,39.0,80542.0,106398.0,109674.0,15.0,56.0,42.0,골목상권,20241,193251622.0
311558.0,151791.0,159768.0,113.0,74.0,39.0,88110.0,111278.0,112171.0,15.0,56.0,42.0,골목상권,20242,357895581.0
302127.0,146895.0,155232.0,113.0,74.0,39.0,85792.0,107268.0,109067.0,15.0,56.0,42.0,골목상권,20243,357535426.0
306615.0,149788.0,156826.0,160.0,103.0,57.0,89924.0,107302.0,109389.0,21.0,79.0,60.0,골목상권,20244,273590829.0
741267.0,362984.0,378281.0,3679.0,2292.0,1387.0,214146.0,288406.0,238715.0,507.0,1807.0,1365.0,발달상권,20241,994413033.3333334
712598.0,344646.0,367954.0,3679.0,2292.0,1387.0,211601.0,270409.0,230591.0,507.0,1807.0,1365.0,발달상권,20242,1075365901.5
654749.0,313538.0,341211.0,3679.0,2292.0,1387.0,191520.0,249380.0,213849.0,507.0,1807.0,1365.0,발달상권,20243,1034791126.8333334
643535.0,308628.0,334907.0,4193.0,2613.0,1580.0,189581.0,249445.0,204511.0,557.0,2070.0,1566.0,발달상권,20244,1047680101.3333334
429335.0,209379.0,219955.0,236.0,146.0,90.0,95270.0,146733.0,187333.0,29.0,115.0,92.0,골목상권,20241,543863121.6666666
399392.0,196607.0,202785.0,236.0,146.0,90.0,89912.0,136746.0,172734.0,29.0,115.0,92.0,골목상권,20242,604790507.6666666
396593.0,198842.0,197752.0,236.0,146.0,90.0,90480.0,135673.0,170439.0,29.0,115.0,92.0,골목상권,20243,595148786.0
393733.0,193150.0,200583.0,231.0,144.0,87.0,89669.0,134907.0,169157.0,27.0,113.0,91.0,골목상권,20244,619724338.1666666
712079.0,390935.0,321144.0,52270.0,34284.0,17986.0,178395.0,350622.0,183065.0,11049.0,30873.0,10348.0,발달상권,20241,3339427006.0
706620.0,386491.0,320129.0,52270.0,34284.0,17986.0,177669.0,345169.0,183784.0,11049.0,30873.0,10348.0,발달상권,20242,3375080727.8
706490.0,385432.0,321059.0,52270.0,34284.0,17986.0,176687.0,343921.0,185883.0,11049.0,30873.0,10348.0,발달상권,20243,3477989159.3
693954.0,377234.0,316720.0,56132.0,36841.0,19291.0,171695.0,337864.0,184394.0,11850.0,33195.0,11087.0,발달상권,20244,3627386768.9
1570712.0,826971.0,743741.0,2591.0,1690.0,901.0,447845.0,689121.0,433746.0,539.0,1494.0,558.0,발달상권,20241,3214236663.0
1505663.0,788784.0,716879.0,2591.0,1690.0,901.0,424328.0,663674.0,417662.0,539.0,1494.0,558.0,발달상권,20242,3284303020.7
1491738.0,780966.0,710772.0,2591.0,1690.0,901.0,416589.0,657760.0,417388.0,539.0,1494.0,558.0,발달상권,20243,3191679792.5
1523162.0,796599.0,726564.0,2310.0,1508.0,802.0,419518.0,678885.0,424760.0,479.0,1328.0,503.0,발달상권,20244,3400143148.1
1255292.0,621871.0,633420.0,1123.0,567.0,556.0,247288.0,470673.0,537330.0,211.0,515.0,397.0,골목상권,20241,621729919.25
1182732.0,582375.0,600357.0,1123.0,567.0,556.0,221983.0,448622.0,512124.0,211.0,515.0,397.0,골목상권,20242,715971630.25
1183105.0,585062.0,598043.0,1123.0,567.0,556.0,228833.0,444787.0,509486.0,211.0,515.0,397.0,골목상권,20243,737946105.0
1158459.0,573815.0,584645.0,1271.0,646.0,625.0,226200.0,432763.0,499498.0,235.0,586.0,450.0,골목상권,20244,691814141.25
2862507.0,1381481.0,1481026.0,1979.0,1244.0,735.0,719325.0,991851.0,1151331.0,279.0,981.0,719.0,골목상권,20241,372048540.3333333
2811401.0,1362716.0,1448684.0,1979.0,1244.0,735.0,712585.0,963477.0,1135339.0,279.0,981.0,719.0,골목상권,20242,430087464.8333333
2853193.0,1391643.0,1461552.0,1979.0,1244.0,735.0,735809.0,948513.0,1168871.0,279.0,981.0,719.0,골목상권,20243,404390324.1666667
2855470.0,1382341.0,1473130.0,2241.0,1417.0,824.0,745969.0,945253.0,1164248.0,313.0,1116.0,812.0,골목상권,20244,404942026.8333333
284466.0,140401.0,144064.0,2776.0,2019.0,757.0,67954.0,117655.0,98858.0,431.0,1765.0,580.0,골목상권,20241,76120712.0
296533.0,145589.0,150944.0,2776.0,2019.0,757.0,68711.0,123081.0,104739.0,431.0,1765.0,580.0,골목상권,20242,90406083.0
302604.0,149061.0,153544.0,2776.0,2019.0,757.0,73001.0,125478.0,104125.0,431.0,1765.0,580.0,골목상권,20243,93893459.0
305803.0,151069.0,154732.0,2788.0,2026.0,762.0,72737.0,127164.0,105903.0,432.0,1773.0,583.0,골목상권,20244,84066931.0
761252.0,396777.0,364475.0,81.0,45.0,36.0,147041.0,273472.0,340739.0,5.0,41.0,35.0,전통시장,20241,164116492.0
861057.0,452568.0,408488.0,81.0,45.0,36.0,144470.0,309681.0,406905.0,5.0,41.0,35.0,전통시장,20242,159614378.66666666
932977.0,484701.0,448276.0,81.0,45.0,36.0,164424.0,331818.0,436735.0,5.0,41.0,35.0,전통시장,20243,134984850.33333334
903906.0,469036.0,434871.0,96.0,55.0,41.0,156351.0,325411.0,422144.0,3.0,49.0,44.0,전통시장,20244,148079769.33333334
684641.0,347528.0,337114.0,13781.0,8707.0,5074.0,166427.0,270886.0,247329.0,1863.0,6982.0,4936.0,발달상권,20241,1645430927.7777777
691617.0,351494.0,340123.0,13781.0,8707.0,5074.0,169375.0,272998.0,249245.0,1863.0,6982.0,4936.0,발달상권,20242,1664288362.8888888
698533.0,353550.0,344983.0,13781.0,8707.0,5074.0,174591.0,273687.0,250258.0,1863.0,6982.0,4936.0,발달상권,20243,1657794347.3333333
719906.0,364000.0,355907.0,12431.0,7796.0,4635.0,177512.0,280247.0,262149.0,1588.0,6191.0,4652.0,발달상권,20244,1827599689.5555556
796782.0,407469.0,389313.0,1428.0,968.0,460.0,190427.0,305372.0,300983.0,176.0,576.0,676.0,발달상권,20241,806346023.25
777211.0,395682.0,381529.0,1428.0,968.0,460.0,178541.0,298538.0,300132.0,176.0,576.0,676.0,발달상권,20242,840586826.125
768567.0,389520.0,379046.0,1428.0,968.0,460.0,177103.0,289706.0,301757.0,176.0,576.0,676.0,발달상권,20243,837337367.0
733012.0,366804.0,366208.0,1630.0,1107.0,523.0,172054.0,269340.0,291621.0,216.0,691.0,723.0,발달상권,20244,798112559.875
