기준_년분기_코드,계절,상권_구분_코드_명,상권_코드_명,매출_금액,주중_매출_금액,주말_매출_금액,남성_매출_금액,여성_매출_금액,출근_매출_금액,점심_매출_금액,퇴근_매출_금액,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,출근_유동인구_수,점심_유동인구_수,퇴근_유동인구_수,주중_유동인구_수,주말_유동인구_수,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수
20241,봄,골목상권,도신초등학교,13359723143.0,11259518763.0,2100204380.0,6519915622.0,3053532120.0,3504188088.0,9133302604.0,722232451.0,825667,403167,422501,414335,177866,233464,580968,244698,393,256,137
20241,봄,전통시장,도화동 상점가,30249543941.0,23818577939.0,6430966002.0,15366534588.0,9215702329.0,2946713138.0,9079679282.0,18223151521.0,1580927,736117,844811,531416,512010,537500,1153921,427006,2419,1469,950
20241,봄,골목상권,독립문역 1번,4995096821.0,4569641818.0,425455003.0,2333808836.0,2494054414.0,1172737227.0,3068357798.0,754001796.0,517847,226914,290934,219530,144840,153479,374072,143780,403,109,294
20241,봄,발달상권,63빌딩,25832663628.0,24651470050.0,1181193578.0,18167520287.0,5278512440.0,8995803218.0,15110127030.0,1726733380.0,62134,31901,30233,24777,21794,15563,48180,13956,8016,5688,2328
20241,봄,발달상권,DMC(디지털미디어시티),43846405259.0,38338088358.0,5508316901.0,17704063891.0,15995627480.0,5393218652.0,26187554024.0,12265632583.0,504301,249612,254689,157314,214064,132923,418206,86096,12628,7785,4843
20241,봄,골목상권,GS강동자이아파트,2129201037.0,1524862734.0,604338303.0,1208087949.0,816252878.0,201370222.0,883062731.0,1044768084.0,829493,390022,439469,387147,195380,246964,569935,259557,282,144,138
20241,봄,골목상권,G타워,2552905848.0,1878170186.0,674735662.0,1780755488.0,695099284.0,564252203.0,575111521.0,1413542124.0,343585,197255,146329,166684,89110,87789,258525,85056,2711,1778,933
20241,봄,골목상권,후암동주민센터,7370589509.0,5602067064.0,1768522445.0,2989562235.0,3105682529.0,614807822.0,3305474992.0,3450306695.0,2164454,1027045,1137408,1158771,439663,566019,1538245,626208,1044,619,425
20241,봄,골목상권,화계역 2번,100019816.0,70538089.0,29481727.0,74751410.0,25268406.0,7766398.0,18137381.0,74116037.0,564485,257363,307121,304883,119481,140121,396359,168124,11,6,5
20241,봄,골목상권,화계중학교,80939050.0,46323677.0,34615373.0,32835304.0,39064261.0,0.0,48016716.0,32922334.0,333098,157071,176027,162028,89939,81131,245225,87872,46,21,25
20241,봄,골목상권,화곡2동주민센터,5133919397.0,4112327720.0,1021591677.0,2581802766.0,2507442676.0,519901605.0,2418279317.0,2195738475.0,1547550,699960,847591,786453,314987,446110,1087146,460405,1708,1043,665
20241,봄,골목상권,화곡4동주민센터,1494690627.0,1058245794.0,436444833.0,916101574.0,553390363.0,280023017.0,402927067.0,811740543.0,1498951,673495,825456,815593,289989,393368,1064592,434360,309,156,153
20241,봄,골목상권,홍제역 2번,1354069489.0,1008020288.0,346049201.0,731298376.0,566311265.0,145599034.0,501999529.0,706470926.0,473219,207508,265711,223836,107484,141900,328981,144236,132,65,67
20241,봄,골목상권,홍제역 3번,295992085.0,210116481.0,85875604.0,159842421.0,136005406.0,67264430.0,91877886.0,136849769.0,301549,131735,169812,121957,77686,101902,219943,81606,822,419,403
20241,봄,발달상권,휘문고교사거리,37058830304.0,35521695275.0,1537135029.0,29334908273.0,7040130059.0,8163492470.0,17081883268.0,11813454566.0,335363,190135,145229,106777,146965,81622,271306,64056,12183,6813,5370
20241,봄,전통시장,흑석시장,756293061.0,583406763.0,172886298.0,344171263.0,384469248.0,79573548.0,440321639.0,236397874.0,84704,39436,45268,30648,26329,27729,62149,22555,1,1,0
20241,봄,전통시장,화곡중앙시장,5494162842.0,4191688250.0,1302474592.0,2239868653.0,3214294633.0,1056924139.0,3209947244.0,1227291459.0,238362,110209,128153,108070,55154,75136,166064,72298,161,91,70
20241,봄,골목상권,화곡초등학교,2625132103.0,1697446377.0,927685726.0,1667513935.0,919177918.0,434039648.0,569986971.0,1621105484.0,791109,379072,412037,368109,183438,239561,546217,244891,306,177,129
20241,봄,골목상권,KT대방빌딩,1381826494.0,1130976152.0,250850342.0,523368977.0,784388313.0,294947087.0,850480165.0,236399242.0,255883,119951,135932,114065,62169,79649,180201,75679,43,26,17
20241,봄,골목상권,KT월곡지사,3118182527.0,2341514768.0,776667759.0,2077826598.0,787904901.0,738316047.0,990395410.0,1389471070.0,1300794,610260,690534,510591,387753,402449,939006,361791,341,211,130
20241,봄,골목상권,NH농협은행 보광동지점,1900255079.0,1393197868.0,507057211.0,862879936.0,948003261.0,328349085.0,1052134359.0,519771635.0,638320,319244,319077,320747,135464,182108,452048,186272,125,66,59
20241,봄,골목상권,NH농협은행 상도동지점,3964082721.0,2595782996.0,1368299725.0,2131322652.0,1667938406.0,231716989.0,1677125258.0,2055240474.0,650007,293347,356660,317592,141413,191002,452667,197339,378,224,154
20241,봄,골목상권,화곡보람2차아파트,79060653.0,51411680.0,27648973.0,48938201.0,23151750.0,8804183.0,10003202.0,60253268.0,61743,28333,33410,33613,11595,16536,43845,17899,71,45,26
20241,봄,전통시장,화곡본동시장,8597061417.0,6264473989.0,2332587428.0,3601885508.0,4841753981.0,888945788.0,4487993788.0,3220121841.0,232758,108174,124583,97960,58649,76150,164121,68635,198,115,83
20241,봄,발달상권,화곡역,30117626243.0,22431138576.0,7686487667.0,14332186165.0,15331184840.0,4629931971.0,12907982596.0,12579711676.0,1776190,822546,953643,699909,478768,597513,1256074,520116,2125,1266,859
20241,봄,골목상권,화곡역 2번,3032971065.0,2379245165.0,653725900.0,1692324516.0,1277415899.0,612144854.0,1283390621.0,1137435590.0,1315352,591259,724093,617000,294737,403616,925283,390068,449,250,199
20241,봄,골목상권,회기역 1번,541520424.0,353004283.0,188516141.0,340567057.0,192703202.0,91910058.0,195880495.0,253729871.0,743885,307407,436477,386038,151649,206196,526916,216969,39,29,10
20241,봄,골목상권,회기역 2번,33000000.0,24588445.0,8411555.0,19937948.0,8269171.0,1720839.0,16816512.0,14462649.0,50222,23746,26476,23058,12685,14479,35955,14267,31,20,11
20241,봄,발달상권,회현역,10051235934.0,8492711312.0,1558524622.0,4727887693.0,3845728242.0,1925320462.0,4472879481.0,3653035991.0,794560,356865,437696,245478,368476,180605,630055,164506,3623,2239,1384
20241,봄,골목상권,회현역 1번,475938852.0,401231206.0,74707646.0,278900113.0,142315257.0,24806639.0,278347113.0,172785100.0,84635,40052,44584,34019,27703,22914,65126,19509,629,389,240
20241,봄,전통시장,"황학시장(서울중앙시장, 신중앙시장)",5699029701.0,4579985852.0,1119043849.0,3110790965.0,2408051447.0,1699259203.0,2469639665.0,1530130833.0,981376,465200,516175,455189,241701,284485,710169,271205,166,123,43
20241,봄,발달상권,도성초등학교,22879501534.0,19389447619.0,3490053915.0,8157477994.0,7660320522.0,2293249719.0,13488729164.0,7097522651.0,880785,402339,478446,286322,307080,287383,642829,237955,2471,1520,951
20241,봄,발달상권,홍대입구역(홍대),152330616076.0,96049323731.0,56281292345.0,60262198336.0,85636600727.0,23542116187.0,50865576101.0,77922923788.0,4494503,2145335,2349169,1483284,1315774,1695445,2999957,1494548,7326,3768,3558
20241,봄,골목상권,홍릉시장,2661420963.0,2088620434.0,572800529.0,1499914029.0,1102827682.0,362301837.0,1502920374.0,796198752.0,274605,132281,142324,102158,83611,88835,191103,83504,434,254,180
20241,봄,발달상권,가로수길,92093058185.0,65055430691.0,27037627494.0,35020399073.0,46283261742.0,7810538958.0,41456286741.0,42826232486.0,2318613,1070156,1248458,770690,803014,744910,1730674,587941,10275,6141,4134
20241,봄,전통시장,가리봉시장,2632059155.0,1979549239.0,652509916.0,1332534761.0,1046800482.0,384766471.0,1377312839.0,869979845.0,106432,59339,47095,45459,29272,31701,76052,30379,37,16,21
20241,봄,골목상권,가리봉파출소,604644805.0,464439039.0,140205766.0,356873890.0,226065500.0,143535049.0,185835753.0,275274003.0,1142209,637535,504672,554451,276781,310977,836356,305854,304,142,162
20241,봄,골목상권,가산동우체국,3973143310.0,2771198212.0,1201945098.0,2453825171.0,1204952608.0,851230612.0,654304061.0,2467608637.0,704749,386336,318412,338998,157541,208209,494172,210577,332,219,113
20241,봄,전통시장,홍대 걷고싶은 거리,32429513539.0,19852665737.0,12576847802.0,13734061167.0,17568140438.0,2182540066.0,11537954889.0,18709018584.0,606455,263454,343001,145912,223525,237018,413550,192907,672,345,327
20241,봄,골목상권,홍대땡땡거리,7955234191.0,5149947689.0,2805286502.0,3679341994.0,3524027581.0,1003873589.0,2031592090.0,4919768512.0,791080,359239,431839,346318,206763,237997,554136,236944,736,411,325
20241,봄,골목상권,홍대부속여중고앞,4998415076.0,3900806000.0,1097609076.0,2321495738.0,2264961500.0,608307625.0,2397352300.0,1992755151.0,875334,398912,476421,421331,214946,239059,630719,244615,898,522,376
20241,봄,골목상권,홍대부중,935189886.0,610032079.0,325157807.0,391875686.0,459697823.0,141821443.0,506306848.0,287061595.0,142324,64975,77349,73603,30632,38093,100313,42012,1347,1029,318
20241,봄,골목상권,혜화역 1번,327914561.0,227063327.0,100851234.0,120924872.0,163201496.0,3607410.0,209954623.0,114352528.0,371701,163023,208677,127604,116111,127986,248323,123376,103,60,43
20241,봄,골목상권,혜회동주민센터,1831415550.0,1290646961.0,540768589.0,768089492.0,801245626.0,38335542.0,1145796756.0,647283252.0,252502,112115,140388,110982,67263,74258,180231,72274,444,217,227
20241,봄,골목상권,호림박물관(성보고등학교),1316952109.0,1048547969.0,268404140.0,757984285.0,360293513.0,143500775.0,823634015.0,349817319.0,450856,220071,230785,216819,111331,122708,318741,132114,337,201,136
20241,봄,골목상권,홍남교남측,166335358.0,152542962.0,13792396.0,102507736.0,20631914.0,17429432.0,119767127.0,29138799.0,39105,18206,20900,17861,10637,10608,26615,12490,214,141,73
20241,봄,전통시장,행당시장상점가,20895435048.0,15644784006.0,5250651042.0,9174026097.0,10684444730.0,2027193828.0,9225826523.0,9642414697.0,859103,398555,460548,365205,214597,279303,606569,252535,589,382,207
20241,봄,골목상권,행당역 2번,3832059864.0,2929823377.0,902236487.0,1746629016.0,1918267613.0,209137710.0,1526801879.0,2096120275.0,764951,351897,413054,372288,169985,222678,544278,220673,93,64,29
20241,봄,골목상권,헌인가구단지,4133301.0,4133301.0,0.0,548295.0,3585006.0,0.0,4133301.0,0.0,9,9,0,4,5,0,9,0,55,36,19
20241,봄,골목상권,혜원여고,1150503322.0,823599311.0,326904011.0,758869060.0,388855319.0,170016810.0,407515692.0,572970820.0,212949,98799,114150,104480,46492,61978,153969,58981,65,36,29
20241,봄,골목상권,가산동주민센터,6767607593.0,4550844528.0,2216763065.0,3947045107.0,2225286383.0,679211168.0,2389102531.0,3699293894.0,226331,123125,103206,92956,67060,66317,167532,58799,352,232,120
20241,봄,발달상권,가산디지털단지,737896746326.0,467568961937.0,270327784389.0,350471124759.0,344133041204.0,39371822856.0,476781293125.0,221743870676.0,1188910,671483,517427,421718,464915,302278,978390,210520,94290,62048,32242
20241,봄,골목상권,가산디지털단지역 1번 출입구,1724649446.0,1492480554.0,232168892.0,870091592.0,465198111.0,49308878.0,185836067.0,1489504501.0,316514,178813,137700,136305,92168,88042,246730,69785,279,186,93
20241,봄,골목상권,가산초등학교(세일중학교),5738109846.0,4060229147.0,1677880699.0,2193319399.0,3270697474.0,564096296.0,2604888357.0,2569125193.0,453610,242447,211162,210058,107953,135600,320422,133187,614,395,219
20241,봄,골목상권,합정역 8번,19973821760.0,17150663775.0,2823157985.0,14843668931.0,3904617416.0,1055557405.0,12601863451.0,6316400904.0,1363033,615939,747094,581442,348114,433480,966536,396499,1259,706,553
20241,봄,골목상권,해방촌 남동측,6910099937.0,4263683696.0,2646416241.0,3369353872.0,3279524646.0,791148120.0,1932572730.0,4186379087.0,1527600,705447,822154,755551,340617,431434,1066049,461551,234,175,59
20241,봄,골목상권,해방촌예술마을,1810909593.0,1305423070.0,505486523.0,992687054.0,804472217.0,265378929.0,771812578.0,773718086.0,1652684,771590,881095,802908,345933,503843,1149351,503333,222,145,77
20241,봄,골목상권,해오름공원,1827905277.0,1262540317.0,565364960.0,1033203080.0,727966471.0,157216294.0,827926084.0,842762899.0,1192332,550998,641333,595798,245678,350855,828691,363641,872,432,440
20241,봄,골목상권,한일병원,4326244000.0,3558300195.0,767943805.0,2300596854.0,1167163273.0,1318557580.0,2088314163.0,919372257.0,380165,176063,204100,140205,115218,124741,261132,119031,151,68,83
20241,봄,골목상권,한전아트센터,43327524.0,43327524.0,0.0,0.0,43327524.0,0.0,13819091.0,29508433.0,655226,299871,355355,300543,176157,178529,486827,168398,1102,731,371
20241,봄,발달상권,한티역,60070897153.0,45169731592.0,14901165561.0,27081674170.0,30697399583.0,6015349890.0,30064814294.0,23990732969.0,1076541,507115,569426,317477,375890,383173,753314,323227,7305,4547,2758
20241,봄,발달상권,합정역,47323711181.0,34890914704.0,12432796477.0,24373054464.0,20048986031.0,4317883090.0,22172329436.0,20833498655.0,1487015,675260,811756,480810,488975,517228,1075671,411345,4440,2389,2051
20241,봄,전통시장,"한양대앞상점가(한양시장, 왕십리맛골목)",12719777397.0,8814070704.0,3905706693.0,8141068879.0,3913261053.0,2077967032.0,2690414214.0,7951396151.0,596325,292952,303374,250960,140337,205027,435604,160722,99,70,29
20241,봄,골목상권,한양대역 4번,404896082.0,312162726.0,92733356.0,216126086.0,117744078.0,40413610.0,188149528.0,176332944.0,210796,110281,100516,107252,46831,56712,156175,54621,52,37,15
20241,봄,골목상권,한영중고,5303213618.0,4191693001.0,1111520617.0,2726431650.0,2314667884.0,474987373.0,2804936381.0,2023289864.0,423143,196001,227143,178957,118218,125971,305342,117800,372,258,114
20241,봄,골목상권,한울중학교,6778570904.0,5074743354.0,1703827550.0,3578548630.0,3079201117.0,1087832134.0,2912065308.0,2778673462.0,737047,346522,390527,368912,149170,218966,508984,228065,629,384,245
20241,봄,골목상권,가양역 10번,9321350907.0,7661608743.0,1659742164.0,4345855081.0,4846650166.0,745307762.0,5578588981.0,2997454164.0,40531,18324,22207,14432,13201,12895,29334,11198,546,290,256
20241,봄,골목상권,가오리역 1번,986256417.0,765735987.0,220520430.0,485274401.0,447423677.0,226283895.0,318686418.0,441286104.0,1003349,463193,540157,395291,260282,347774,703572,299775,233,127,106
20241,봄,골목상권,가오리역 2번,1466092685.0,1178286863.0,287805822.0,683703835.0,623584766.0,75070383.0,731476827.0,659545475.0,504735,230542,274191,239898,110641,154196,356456,148279,143,87,56
20241,봄,골목상권,가인초등학교,2256198405.0,1777021665.0,479176740.0,981895204.0,824828313.0,261993852.0,1097442461.0,896762092.0,352875,158910,193965,139894,98242,114740,238481,114395,768,487,281
20241,봄,골목상권,한성대입구역 5번,3609450410.0,2574332642.0,1035117768.0,1291695159.0,2068097514.0,418982859.0,1917852463.0,1272615088.0,814625,360927,453698,377873,198633,238119,580417,234209,2996,2264,732
20241,봄,골목상권,한성백제역 3번,3422115583.0,2371662516.0,1050453067.0,1572841031.0,1610676956.0,369124747.0,1686199573.0,1366791263.0,1455556,664465,791090,730657,298560,426338,1027413,428144,1812,1042,770
20241,봄,전통시장,한아름시장,909889331.0,663465960.0,246423371.0,542247621.0,358880824.0,94839179.0,337678174.0,477371978.0,123680,57681,65999,53486,25398,44793,85754,37923,26,18,8
20241,봄,골목상권,한양공고앞 교차로,1097596353.0,1049642982.0,47953371.0,203832668.0,114548762.0,298072251.0,374918662.0,424605440.0,951611,471726,479886,421910,240309,289393,693226,258386,22,13,9
20241,봄,골목상권,한남힐사이드아파트,610130214.0,357563694.0,252566520.0,116906246.0,450717269.0,17396004.0,377651887.0,215082323.0,237999,111525,126475,82600,78815,76584,167776,70222,985,720,265
20241,봄,골목상권,한림대학교한강성심병원,2047935651.0,2047935651.0,0.0,1271100457.0,326002552.0,569318064.0,1478617587.0,0.0,114846,58047,56798,59163,25280,30404,81586,33258,182,103,79
20241,봄,발달상권,한성대입구역,27394442531.0,21400757309.0,5993685222.0,10664424641.0,15027018259.0,3321153825.0,15087857359.0,8985431347.0,614355,285801,328557,203165,190905,220286,448043,166312,2838,2048,790
20241,봄,골목상권,한성대입구역 3번,4901667803.0,3496077203.0,1405590600.0,2552064476.0,2240307182.0,629272262.0,2054599520.0,2217796021.0,2070641,970165,1100474,950896,492398,627346,1478550,592090,435,217,218
20241,봄,골목상권,한국의류시험연구원,577589575.0,500858703.0,76730872.0,262007342.0,205191119.0,28822656.0,258034457.0,290732462.0,632232,294637,337595,256330,190951,184952,468207,164027,779,402,377
20241,봄,골목상권,한국폴리텍대학서울정수캠퍼스,1614450499.0,1057409749.0,557040750.0,817538958.0,649375368.0,197691597.0,304921434.0,1111837468.0,700319,351829,348489,335774,164993,199552,500855,199462,997,648,349
20241,봄,골목상권,한남IC,1740293888.0,1394041270.0,346252618.0,1006097387.0,443752116.0,154740547.0,877811568.0,707741773.0,349019,168321,180698,132144,113471,103406,258387,90634,1357,810,547
20241,봄,발달상권,한남오거리,33139989719.0,25240923057.0,7899066662.0,14869800653.0,12348518290.0,6338929142.0,10461161052.0,16339899525.0,625323,300137,325187,274732,166364,184228,458395,166929,8200,6010,2190
20241,봄,골목상권,가좌역 2번,1698084898.0,1357428521.0,340656377.0,1079301341.0,561838152.0,328782166.0,605091983.0,764210749.0,1019353,462019,557334,508260,214815,296281,718930,300427,272,122,150
20241,봄,골목상권,가좌역 3번,355547833.0,248780132.0,106767701.0,213691772.0,140376723.0,87666024.0,118051304.0,149830505.0,97831,44722,53110,35196,30814,31820,68045,29787,452,305,147
20241,봄,골목상권,간데메공원,8608526692.0,5123865364.0,3484661328.0,3740467356.0,4586427928.0,607039502.0,5427547292.0,2573939898.0,1227012,579345,647665,556503,293317,377191,860774,366237,1065,517,548
20241,봄,골목상권,갈산공원,1123392803.0,801141074.0,322251729.0,865706972.0,181938928.0,91399343.0,580891699.0,451101761.0,88274,41037,47238,46035,18500,23740,62290,25984,422,257,165
20241,봄,골목상권,한겨레신문사,920165531.0,681451738.0,238713793.0,416217797.0,345346605.0,142535820.0,201127009.0,576502702.0,1050078,464515,585564,536144,226032,287902,744728,305351,660,384,276
20241,봄,골목상권,한국SGI본부,13961690855.0,9414728262.0,4546962593.0,8282555287.0,4724529704.0,1816031898.0,1775040440.0,10370618517.0,1011190,481274,529916,376725,307244,327224,724278,286912,1050,661,389
20241,봄,골목상권,한국교통안전공단 강남자동차검사소,1186439396.0,1048516160.0,137923236.0,388640538.0,76028399.0,239770044.0,829625022.0,117044330.0,484,356,128,312,148,24,396,88,32,19,13
20241,봄,골목상권,한국상담대학원대학교,3992302516.0,3992302516.0,0.0,379805318.0,0.0,1145876801.0,2846425715.0,0.0,99517,49366,50150,51265,22425,25827,73531,25987,499,279,220
20241,봄,골목상권,한강로동땡땡거리(은행나무길),7157597584.0,5373099287.0,1784498297.0,2875966310.0,2267575656.0,332301164.0,2711132972.0,4114163448.0,803134,405695,397438,323776,246977,232383,589669,213465,2317,1142,1175
20241,봄,골목상권,한강미주맨션아파트,1477471778.0,1188887561.0,288584217.0,796630631.0,347443534.0,295287762.0,461893652.0,720290364.0,63282,28574,34709,26660,17506,19115,44256,19028,1700,1090,610
20241,봄,발달상권,한강성심병원,6531301417.0,6201146584.0,330154833.0,4264301200.0,791342109.0,534906847.0,5345270977.0,651123593.0,530833,276943,253890,238625,152210,139999,395136,135699,3432,1919,1513
20241,봄,골목상권,한강진역 3번,8000367764.0,4546017926.0,3454349838.0,2634289684.0,4742899148.0,273257040.0,3797038838.0,3930071886.0,441861,202595,239266,182451,130307,129102,319405,122453,2799,2056,743
20241,봄,골목상권,학동근린공원,89595015.0,82492842.0,7102173.0,26702461.0,51365397.0,38199517.0,46924286.0,4471212.0,429755,211066,218687,153378,161000,115377,342495,87258,1514,889,625
20241,봄,발달상권,학동사거리,121562320216.0,87010049999.0,34552270217.0,44137898768.0,59900955528.0,13207500104.0,62587049955.0,45767770157.0,1272641,592370,680271,364526,522719,385396,967678,304961,14976,8764,6212
20241,봄,발달상권,학동역,55848367587.0,43269779565.0,12578588022.0,26328114457.0,22069962981.0,5939145682.0,32837338486.0,17071883419.0,2268497,1112688,1155809,902160,752750,613587,1761057,507439,16809,10331,6478
20241,봄,골목상권,학동초등학교,879362888.0,861215923.0,18146965.0,778656502.0,100706386.0,0.0,73870772.0,805492116.0,335975,163928,172047,140297,101948,93728,259699,76276,1115,717,398
20241,봄,골목상권,갈현건영아파트,822895860.0,549210531.0,273685329.0,514732967.0,300803531.0,208478697.0,233250676.0,381166487.0,511844,220684,291160,270561,101269,140013,353798,158045,236,119,117
20241,봄,관광특구,강남 마이스 관광특구,138614220124.0,88333078954.0,50281141170.0,47208477241.0,80663744669.0,4294712485.0,76079615052.0,58239892587.0,109292,54238,55054,27073,53214,29006,84072,25220,113536,76610,36926
20241,봄,전통시장,강남개포시장,15320450556.0,11375894615.0,3944555941.0,6970792636.0,7465466738.0,1256728508.0,7180851226.0,6882870822.0,231078,104136,126941,64727,89282,77070,166415,64662,5258,3446,1812
20241,봄,전통시장,강남골목시장,4918983895.0,3603720499.0,1315263396.0,2145300999.0,2736510046.0,784553023.0,2264394592.0,1870036280.0,407961,210822,197140,200409,92040,115513,302728,105235,101,61,40
20241,봄,골목상권,푸른들청소년도서관,9016282617.0,6973018859.0,2043263758.0,4459940437.0,4092331363.0,928209204.0,4324786740.0,3763286673.0,1698985,764468,934515,802914,383426,512644,1195461,503523,1432,883,549
20241,봄,전통시장,풍납시장,7677872368.0,5976320567.0,1701551801.0,3583404098.0,3857995183.0,974725387.0,4097034486.0,2606112495.0,1469382,677259,792122,690466,331492,447422,1027271,442112,446,263,183
20241,봄,골목상권,하나고등학교,154323274.0,65285324.0,89037950.0,60901847.0,93171877.0,5843951.0,121992702.0,26486621.0,11405,5050,6355,4176,3528,3701,7939,3466,79,41,38
20241,봄,골목상권,하나은행 망우동지점,3054510273.0,1885800957.0,1168709316.0,1885823150.0,1055568943.0,201087644.0,982291238.0,1871131391.0,493047,236147,256901,192750,136197,164099,342311,150738,117,62,55
20241,봄,발달상권,포스코사거리,95358177043.0,84459730176.0,10898446867.0,39299296042.0,26220191602.0,12483598866.0,48128498136.0,34746080041.0,3397499,1830076,1567423,1234377,1274405,888718,2764507,632991,71800,44341,27459
20241,봄,발달상권,포이사거리(삼호물산),72948392409.0,63072399697.0,9875992712.0,31591951625.0,20850460298.0,11749307987.0,40379456872.0,20819627550.0,1931011,1009109,921902,849907,551441,529662,1460012,470998,21658,16181,5477
20241,봄,골목상권,포이초등학교(개포목련어린이공원),5694851363.0,4800662006.0,894189357.0,2433138159.0,2794241386.0,456241067.0,3547205336.0,1691404960.0,866242,401143,465100,500807,165159,200277,623730,242514,1395,1012,383
20241,봄,골목상권,푸른동산공원,879163216.0,624997327.0,254165889.0,526446209.0,308366245.0,150517148.0,365962950.0,362683118.0,1074895,503662,571234,510842,249835,314218,764549,310345,355,219,136
20241,봄,골목상권,평창동서측,2029908865.0,1449883555.0,580025310.0,843863559.0,1061173383.0,266582644.0,919117942.0,844208279.0,131584,55870,75714,69759,25943,35883,91793,39791,3988,2238,1750
20241,봄,전통시장,"평화시장(남평화시장, 제일평화시장, 신평화패션타운)",10952543447.0,8338572357.0,2613971090.0,3590120522.0,7008725464.0,1281452340.0,7907692286.0,1763398821.0,56935,26861,30076,24142,16519,16274,45304,11632,800,432,368
20241,봄,전통시장,"평화시장(통일상가, 동화상가)",2366016.0,2366016.0,0.0,0.0,2366016.0,0.0,2366016.0,0.0,101667,52293,49375,34077,41385,26206,80721,20945,14714,7341,7373
20241,봄,전통시장,포방터시장,2896206377.0,2127058945.0,769147432.0,1655366055.0,1023538314.0,419392805.0,1444092375.0,1032721197.0,311708,140809,170898,143299,73935,94474,212294,99413,881,172,709
20241,봄,골목상권,강남구보훈회관,692964315.0,573668880.0,119295435.0,299029473.0,372399479.0,90366301.0,357286513.0,245311501.0,393410,186351,207058,189467,98109,105834,281729,111684,482,276,206
20241,봄,발달상권,"강남구청(청담역_8번, 강남세무서)",49149834126.0,41745300906.0,7404533220.0,16347320092.0,25285689493.0,7783381712.0,30003013232.0,11363439182.0,866586,401497,465089,330642,286126,249818,655200,211385,7860,4812,3048
20241,봄,발달상권,강남구청역,59976793393.0,50112968746.0,9863824647.0,23578567099.0,28655180856.0,5967976736.0,32047468549.0,21961348108.0,1831718,920793,910925,645976,656948,528795,1449469,382245,17297,10671,6626
20241,봄,골목상권,강남구청역 2번,1291909311.0,1121432487.0,170476824.0,457184027.0,541274280.0,60637718.0,546814105.0,684457488.0,285090,145818,139270,102239,101167,81683,225279,59811,1346,864,482
20241,봄,전통시장,통인시장,9127876383.0,7573210265.0,1554666118.0,1781237314.0,6753776663.0,1829038075.0,5388282529.0,1910555779.0,438185,182676,255509,151407,146377,140402,312770,125413,617,397,220
20241,봄,발달상권,퇴계로5가,3246310204.0,2618409029.0,627901175.0,2047679005.0,885300736.0,662933481.0,1723618253.0,859758470.0,625826,325666,300159,246234,215289,164302,496511,129315,2173,1086,1087
20241,봄,골목상권,투구봉어린이공원,4519874727.0,4496545880.0,23328847.0,2770612952.0,1745290077.0,362432728.0,3851287957.0,306154042.0,405464,185921,219544,204760,82337,118365,282300,123166,567,378,189
20241,봄,골목상권,평창동동측,508506121.0,318741452.0,189764669.0,224467470.0,255313812.0,65570556.0,330449418.0,112486147.0,38589,16346,22243,16895,11563,10132,27510,11078,2949,1656,1293
20241,봄,발달상권,태릉입구역,10498471521.0,7756135594.0,2742335927.0,5377228505.0,4507207359.0,1317445516.0,4268588263.0,4912437742.0,459228,215492,243736,183542,125638,150048,326296,132932,2751,1485,1266
20241,봄,골목상권,태릉입구역 4번,514612637.0,401841576.0,112771061.0,181345863.0,321744528.0,24486820.0,306648026.0,183477791.0,511467,231603,279863,251974,110195,149297,360544,150922,681,369,312
20241,봄,골목상권,텃골근린공원,2349745980.0,1469620330.0,880125650.0,1766141950.0,560780686.0,286485971.0,575352123.0,1487907886.0,1193433,575506,617927,598776,242248,352408,829166,364268,24,24,0
20241,봄,전통시장,테크노상가(엘리시움),5240057842.0,4999145981.0,240911861.0,2757459932.0,2142090096.0,2453815980.0,1887027271.0,899214591.0,129256,60916,68340,56910,35334,37012,103978,25278,340,182,158
20241,봄,발달상권,코엑스,27293459354.0,19335747348.0,7957712006.0,10120643240.0,11448941673.0,1813394825.0,16111389089.0,9368675440.0,50283,24713,25570,11998,24757,13528,37947,12337,61970,41816,20154
20241,봄,골목상권,큰굴다리,214023304.0,133183076.0,80840228.0,136029738.0,69758854.0,7673649.0,49109271.0,157240384.0,785558,376679,408879,371117,170854,243589,542550,243006,1643,958,685
20241,봄,전통시장,청량리농수산물시장,60910098688.0,46996859357.0,13913239331.0,23133199574.0,35167442275.0,24611809320.0,33550074676.0,2748214692.0,388034,194152,193883,135142,149213,103680,277339,110695,404,243,161
20241,봄,전통시장,청량리수산시장,31400718473.0,23891780704.0,7508937769.0,12601188284.0,18467323806.0,13577827736.0,16607862269.0,1215028468.0,81498,40637,40860,32041,27761,21696,59428,22068,228,118,110
20241,봄,골목상권,태릉시장 특화거리,4791106872.0,3583065544.0,1208041328.0,2521896659.0,2148000707.0,611029043.0,1933077300.0,2247000529.0,667118,336224,330893,309383,155294,202442,463616,203504,30,21,9
20241,봄,골목상권,강남구청역 4번,2072160590.0,1698545496.0,373615094.0,814348410.0,1168871408.0,354228971.0,1249651076.0,468280543.0,920465,428614,491851,388485,278364,253616,696798,223666,2298,1320,978
20241,봄,골목상권,강남세브란스병원미래의학연구센터,332874418.0,272343694.0,60530724.0,174399072.0,128186464.0,47804734.0,129499299.0,155570385.0,335343,154701,180642,185458,70320,79564,243351,91990,759,450,309
