기준_년분기_코드,상권_구분_코드_명,상권_코드_명,서비스업종,평균매출,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,초년_유동인구_수,중년_유동인구_수,노년_유동인구_수,초년_직장_인구_수,중년_직장_인구_수,노년_직장_인구_수
20244,골목상권,KT&G 북부지사,요식업,64463291.5,5431040.5,9402828.0,5661903.0,9020650.0,10101533.5,11951493.5,12893843.0,193447.0,96278.0,97171.0,32.0,21.0,11.0,51828.0,52665.0,88956.0,2.0,13.0,17.0
20241,골목상권,KT구로지사,요식업,222676160.0,27338983.0,25958387.666666668,34817795.0,35821818.666666664,34679390.666666664,40020459.333333336,24039325.666666668,1860122.0,1022404.0,837717.0,435.0,274.0,161.0,471936.0,862436.0,525750.0,83.0,215.0,137.0
20242,골목상권,KT구로지사,요식업,230723115.33333334,31872752.0,29412267.666666668,30513150.333333332,34948448.0,35276102.666666664,44291789.666666664,24408605.0,1785376.0,983126.0,802250.0,435.0,274.0,161.0,433374.0,843459.0,508545.0,83.0,215.0,137.0
20243,골목상권,KT구로지사,요식업,186538462.33333334,26608725.0,21069081.333333332,26761604.666666668,26917519.0,29453243.333333332,37344391.666666664,18383897.333333332,1863900.0,1023817.0,840084.0,435.0,274.0,161.0,449631.0,879780.0,534490.0,83.0,215.0,137.0
20244,골목상권,KT구로지사,요식업,196810921.0,24988413.666666668,30442864.333333332,25164105.333333332,26143080.0,28584115.0,37397557.0,24090785.666666668,1906510.0,1038738.0,867772.0,218.0,137.0,81.0,456034.0,911715.0,538760.0,42.0,109.0,67.0
20241,골목상권,KT금천빌딩(금천구시설관리공단),요식업,174754514.25,24575390.75,27152768.5,20073816.75,27909249.25,25949471.0,26964997.5,22128820.5,68850.0,34216.0,34634.0,347.0,197.0,150.0,20118.0,21767.0,26964.0,39.0,151.0,157.0
20242,골목상권,KT금천빌딩(금천구시설관리공단),요식업,192045813.5,29197100.25,29483742.0,25870771.75,32598645.0,25502708.25,27252076.75,22140769.5,69215.0,34889.0,34327.0,347.0,197.0,150.0,21981.0,21360.0,25875.0,39.0,151.0,157.0
20243,골목상권,KT금천빌딩(금천구시설관리공단),요식업,228978500.66666666,35809209.333333336,36606700.333333336,26300644.333333332,30009257.666666668,38488504.333333336,36683653.0,25080531.666666668,70255.0,35844.0,34410.0,347.0,197.0,150.0,21831.0,22312.0,26113.0,39.0,151.0,157.0
20244,골목상권,KT금천빌딩(금천구시설관리공단),요식업,207398237.0,39933712.333333336,28699105.666666668,32114767.0,29024890.0,25816347.333333332,28891798.0,22917616.666666668,69923.0,35632.0,34291.0,438.0,246.0,192.0,21178.0,22686.0,26059.0,50.0,192.0,196.0
20241,골목상권,KT대방빌딩,요식업,95278120.0,10686260.0,8860716.0,10819799.0,35893836.0,13787718.0,8038907.0,7190884.0,255883.0,119951.0,135932.0,43.0,26.0,17.0,74672.0,88426.0,92786.0,2.0,23.0,18.0
20242,골목상권,KT대방빌딩,요식업,82371560.0,15200966.0,12624711.0,9578525.0,5935181.0,22152025.0,9174073.0,7706079.0,285111.0,133178.0,151933.0,43.0,26.0,17.0,81260.0,97640.0,106210.0,2.0,23.0,18.0
20243,골목상권,KT대방빌딩,요식업,86045900.0,12276151.0,14520497.0,14673323.0,6468999.0,20823318.0,9238090.0,8045522.0,327698.0,151936.0,175761.0,43.0,26.0,17.0,93539.0,113963.0,120198.0,2.0,23.0,18.0
20244,골목상권,KT대방빌딩,요식업,75926157.0,7885761.0,7676485.0,13900791.0,24305393.0,7427659.0,7284042.0,7446026.0,333899.0,153782.0,180117.0,53.0,34.0,19.0,92664.0,116682.0,124554.0,2.0,31.0,20.0
20241,골목상권,KT월곡지사,요식업,642721076.0,87464149.0,61106909.0,88808728.0,74339504.0,105180965.0,128285143.0,97535678.0,1300794.0,610260.0,690534.0,341.0,211.0,130.0,449058.0,395468.0,456269.0,17.0,112.0,212.0
