기준_년분기_코드,상권_구분_코드_명,상권_코드_명,서비스업종,평균매출,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,초년_유동인구_수,중년_유동인구_수,노년_유동인구_수,초년_직장_인구_수,중년_직장_인구_수,노년_직장_인구_수
20243,골목상권,석관고등학교,요식업,146420489.0,17655176.0,17315759.5,18155453.0,21424560.5,23650169.5,23264433.0,24954937.5,354175.0,165795.0,188380.0,178.0,131.0,47.0,102180.0,99866.0,152130.0,6.0,54.0,118.0
20244,골목상권,석관고등학교,요식업,176976668.5,23472492.0,23756312.5,31708767.5,22703630.0,31831706.5,24921030.5,18582729.5,344750.0,165124.0,179626.0,201.0,157.0,44.0,99518.0,97280.0,147952.0,0.0,59.0,142.0
20242,전통시장,석관시장,요식업,249159540.0,16726161.0,18176517.0,27048164.0,36918105.0,28442010.0,52306928.0,69541655.0,56300.0,25828.0,30474.0,23.0,15.0,8.0,15711.0,15169.0,25421.0,1.0,7.0,15.0
20243,전통시장,석관시장,요식업,221663086.0,17328907.0,35748404.0,36046009.0,18287648.0,30726789.0,52338948.0,31186381.0,84990.0,38953.0,46038.0,23.0,15.0,8.0,22606.0,24091.0,38295.0,1.0,7.0,15.0
20244,전통시장,석관시장,요식업,176709641.0,20380301.0,13591890.0,24482731.0,19178579.0,26750558.0,44151040.0,28174542.0,77353.0,36345.0,41009.0,23.0,18.0,5.0,20783.0,21768.0,34803.0,0.0,6.0,17.0
20241,골목상권,석관중앙교회,요식업,652017392.0,101235585.0,71037684.0,121553639.0,137671704.0,83123534.0,82442306.0,54952940.0,2002766.0,957030.0,1045736.0,107.0,86.0,21.0,601232.0,576172.0,825361.0,0.0,28.0,79.0
20242,골목상권,석관중앙교회,요식업,701153751.0,83150479.0,128084020.0,118739775.0,75984203.0,121574468.0,113500975.0,60119831.0,1707061.0,794794.0,912267.0,107.0,86.0,21.0,530747.0,476485.0,699829.0,0.0,28.0,79.0
20243,골목상권,석관중앙교회,요식업,697564295.0,126216326.0,77566250.0,85705240.0,82470320.0,159714226.0,99718360.0,66173573.0,1858413.0,872434.0,985980.0,107.0,86.0,21.0,542318.0,544908.0,771186.0,0.0,28.0,79.0
20244,골목상권,석관중앙교회,요식업,692460372.0,63888459.0,80876006.0,127651585.0,106460413.0,133003681.0,112506120.0,68074108.0,1984702.0,943616.0,1041087.0,136.0,112.0,24.0,585784.0,583574.0,815345.0,0.0,36.0,100.0
20241,골목상권,석수역 1번 출입구,요식업,274660021.0,22134334.0,31394617.2,41703714.2,42045322.6,46844038.2,53917270.0,36620724.8,140808.0,70676.0,70131.0,593.0,350.0,243.0,30058.0,45013.0,65737.0,42.0,225.0,326.0
20242,골목상권,석수역 1번 출입구,요식업,299871751.6,26871648.2,45973153.8,43656523.4,36121876.0,45416140.8,59785966.6,42046442.8,154174.0,77216.0,76958.0,593.0,350.0,243.0,30762.0,51580.0,71832.0,42.0,225.0,326.0
20243,골목상권,석수역 1번 출입구,요식업,255764908.6,27309061.0,31062888.4,38924091.8,32602158.0,44550355.4,47299877.0,34016477.0,145520.0,72121.0,73397.0,593.0,350.0,243.0,30491.0,50688.0,64340.0,42.0,225.0,326.0
20244,골목상권,석수역 1번 출입구,요식업,261090219.8,25639381.4,32346167.4,41725719.2,32437363.2,40555358.0,56890518.4,31495712.2,145943.0,71910.0,74033.0,595.0,352.0,243.0,29561.0,50287.0,66093.0,43.0,225.0,327.0
20241,발달상권,석촌고분역,요식업,875290313.3,110812516.8,115008803.3,117087488.3,128218704.1,131354260.1,143431200.8,129377339.9,734285.0,346514.0,387771.0,2514.0,1667.0,847.0,212649.0,280987.0,240650.0,306.0,1147.0,1061.0
20242,발달상권,석촌고분역,요식업,983765515.0,134585495.6,127953242.6,138064868.1,136483876.3,144994327.9,155593774.3,146089930.2,700595.0,330060.0,370535.0,2514.0,1667.0,847.0,201555.0,271127.0,227912.0,306.0,1147.0,1061.0
20243,발달상권,석촌고분역,요식업,968472624.2,131574046.6,121518839.0,134487270.6,134421604.2,144113300.5,156134952.0,146222611.3,695386.0,328036.0,367350.0,2514.0,1667.0,847.0,201900.0,268933.0,224552.0,306.0,1147.0,1061.0
20244,발달상권,석촌고분역,요식업,949418363.6,115483504.0,140436556.6,132170909.2,128211528.9,141384823.4,152496574.5,139234467.0,703885.0,330524.0,373361.0,3609.0,2408.0,1201.0,205543.0,270356.0,227987.0,430.0,1652.0,1527.0
20241,골목상권,석촌고분역 1번,요식업,481948883.5,70452973.33333333,60891334.833333336,68952061.5,64951549.666666664,77338648.16666667,78607620.66666667,60754695.333333336,2004644.0,910869.0,1093775.0,1359.0,916.0,443.0,580862.0,768508.0,655275.0,163.0,614.0,582.0
20242,골목상권,석촌고분역 1번,요식업,641962179.0,75904630.33333333,90996690.16666667,85940374.83333333,95600555.83333333,112468796.83333333,102460654.83333333,78590476.16666667,1894399.0,850345.0,1044053.0,1359.0,916.0,443.0,551235.0,734110.0,609054.0,163.0,614.0,582.0
20243,골목상권,석촌고분역 1번,요식업,608379023.6666666,91280474.5,89027420.33333333,79969691.33333333,94497101.83333333,91533380.0,91425115.66666667,70645840.0,1943013.0,871975.0,1071037.0,1359.0,916.0,443.0,570779.0,744207.0,628028.0,163.0,614.0,582.0
20244,골목상권,석촌고분역 1번,요식업,621070679.0,87048278.5,100009861.33333333,93313527.5,83140479.16666667,90574387.83333333,97436953.33333333,69547191.33333333,1933061.0,866645.0,1066416.0,1249.0,850.0,399.0,559195.0,738726.0,635140.0,143.0,565.0,541.0
20241,골목상권,석촌고분역 3번,요식업,155879558.75,23450583.0,24409724.25,28837182.5,27968190.75,25920413.75,21406438.0,3887026.5,618784.0,292611.0,326172.0,326.0,218.0,108.0,178314.0,238365.0,202105.0,39.0,153.0,134.0
20242,골목상권,석촌고분역 3번,요식업,175830172.5,28173183.5,28535651.0,25995604.75,29530259.25,29897161.5,27163201.5,6535111.0,575007.0,278110.0,296896.0,326.0,218.0,108.0,173406.0,220496.0,181104.0,39.0,153.0,134.0
20243,골목상권,석촌고분역 3번,요식업,229037011.0,36006740.666666664,33509554.333333332,33728652.666666664,43876658.666666664,43339016.666666664,32859726.0,5716662.0,614734.0,292556.0,322178.0,326.0,218.0,108.0,180133.0,238247.0,196355.0,39.0,153.0,134.0
20244,골목상권,석촌고분역 3번,요식업,189399229.75,27484997.0,37984882.5,31404083.5,27480443.75,32374875.0,26968281.75,5701666.25,619979.0,293156.0,326822.0,481.0,318.0,163.0,181080.0,240540.0,198358.0,59.0,220.0,202.0
20241,골목상권,석촌고분역 4번,요식업,317502371.4,43374972.2,50216934.2,46757216.0,51839764.8,51135692.6,53025682.6,21152109.0,1083315.0,509258.0,574057.0,671.0,454.0,217.0,338515.0,405126.0,339675.0,78.0,304.0,289.0
20242,골목상권,석촌고분역 4번,요식업,367733728.25,50285934.0,51851505.5,49766683.75,58203374.75,64588519.25,67095431.25,25942279.75,1074619.0,512773.0,561846.0,671.0,454.0,217.0,348350.0,401161.0,325107.0,78.0,304.0,289.0
20243,골목상권,석촌고분역 4번,요식업,296708773.0,44571034.6,40145656.4,50021043.0,41108149.4,55253285.4,45310889.2,20298715.0,1095442.0,520867.0,574576.0,671.0,454.0,217.0,354242.0,411350.0,329851.0,78.0,304.0,289.0
20244,골목상권,석촌고분역 4번,요식업,334533720.4,50317954.0,52414331.0,47371664.8,52225314.2,56205504.2,55280806.2,20718146.0,1091642.0,516760.0,574884.0,875.0,590.0,285.0,358001.0,401251.0,332392.0,103.0,398.0,374.0
20241,전통시장,석촌시장,요식업,885450185.0,101436683.71428572,116979246.42857143,109345656.28571428,118371268.42857143,134739662.85714287,173704301.57142857,130873365.71428572,306291.0,148891.0,157399.0,501.0,328.0,173.0,84126.0,118161.0,104003.0,61.0,232.0,208.0
20242,전통시장,석촌시장,요식업,950728332.5714285,95756415.42857143,116115570.42857143,134646032.42857143,136611731.2857143,157878716.85714287,160546517.85714287,149173348.2857143,272460.0,132279.0,140182.0,501.0,328.0,173.0,77181.0,102891.0,92388.0,61.0,232.0,208.0
20243,전통시장,석촌시장,요식업,868606912.7142857,123527929.28571428,93909193.42857143,108722578.14285715,114987148.0,143523101.2857143,152653624.57142857,131283338.0,269091.0,130810.0,138281.0,501.0,328.0,173.0,74697.0,102142.0,92252.0,61.0,232.0,208.0
20244,전통시장,석촌시장,요식업,888609695.2857143,116480524.85714285,119004970.71428572,121401792.14285715,112317893.57142857,140210910.0,149422018.57142857,129771585.42857143,277703.0,135205.0,142499.0,739.0,489.0,250.0,78162.0,105318.0,94221.0,89.0,343.0,307.0
20241,골목상권,석촌역 3번,요식업,355708071.4,38767447.2,47802397.6,51529562.6,51800979.6,56149201.6,58185904.4,51472578.4,1773407.0,792302.0,981105.0,4243.0,2648.0,1595.0,582068.0,637236.0,554101.0,604.0,2007.0,1632.0
20242,골목상권,석촌역 3번,요식업,322605677.6666667,38196541.333333336,57919221.166666664,42487024.5,41655042.666666664,50285131.0,53507316.0,38555401.0,1767457.0,781742.0,985714.0,4243.0,2648.0,1595.0,571813.0,645790.0,549853.0,604.0,2007.0,1632.0
20243,골목상권,석촌역 3번,요식업,281126662.0,38039716.0,41367300.166666664,30858668.5,38233062.166666664,50390008.166666664,44824485.666666664,37413421.333333336,1786882.0,789996.0,996887.0,4243.0,2648.0,1595.0,568866.0,652331.0,565688.0,604.0,2007.0,1632.0
20244,골목상권,석촌역 3번,요식업,302576636.5,36407315.333333336,47149121.333333336,39013186.5,42330700.833333336,42685911.833333336,53508715.0,41481685.666666664,1801979.0,791121.0,1010858.0,1249.0,787.0,462.0,570691.0,659458.0,571831.0,177.0,592.0,480.0
20241,골목상권,석촌역 6번,요식업,245237811.75,31114216.0,30239113.75,41765765.75,34548265.25,36747911.75,49499080.75,21323458.5,960978.0,444206.0,516773.0,443.0,291.0,152.0,266854.0,377724.0,316401.0,55.0,208.0,180.0
20242,골목상권,석촌역 6번,요식업,239640888.5,32836380.5,35630702.75,39005244.5,31843808.0,38345850.0,35917508.0,26061394.75,916559.0,422872.0,493687.0,443.0,291.0,152.0,253455.0,361785.0,301321.0,55.0,208.0,180.0
20243,골목상권,석촌역 6번,요식업,194284371.25,28983918.25,24480206.5,31904208.25,26662022.5,28970188.25,31897967.25,21385860.25,920526.0,424687.0,495839.0,443.0,291.0,152.0,250019.0,365892.0,304615.0,55.0,208.0,180.0
20244,골목상권,석촌역 6번,요식업,222247694.25,30961495.5,33300039.0,34006538.75,34476010.75,34416160.75,31557667.5,23529782.0,930385.0,427918.0,502466.0,536.0,354.0,182.0,252117.0,373238.0,305029.0,64.0,248.0,224.0
20241,골목상권,석촌역 7번,요식업,951088101.5555556,117910042.1111111,110411379.77777778,125059444.0,122724680.77777778,142953199.33333334,178810787.1111111,153218568.44444445,1768637.0,821429.0,947209.0,1221.0,809.0,412.0,474533.0,729373.0,564731.0,147.0,561.0,513.0
20242,골목상권,석촌역 7번,요식업,1105849810.8888888,136300801.2222222,141568565.44444445,153588027.7777778,136751122.2222222,158692776.2222222,211436610.55555555,167511907.44444445,1659170.0,771208.0,887962.0,1221.0,809.0,412.0,433041.0,685693.0,540435.0,147.0,561.0,513.0
20243,골목상권,석촌역 7번,요식업,1074191522.5,140580970.5,132123544.75,147018584.875,146331339.0,162369599.375,187780441.875,157987042.125,1675506.0,776006.0,899499.0,1221.0,809.0,412.0,440965.0,683782.0,550758.0,147.0,561.0,513.0
20244,골목상권,석촌역 7번,요식업,1097309498.625,141138867.5,150152442.875,143045531.0,145788492.5,174271498.0,182982417.125,159930249.625,1747802.0,797475.0,950326.0,1639.0,1094.0,545.0,463941.0,708208.0,575654.0,196.0,760.0,683.0
20241,발달상권,석촌역(석촌호수),요식업,1343312555.0,156328302.0,167440589.8888889,178118216.8888889,193596558.0,205283085.66666666,242989210.8888889,199556591.66666666,2153324.0,974303.0,1179021.0,9069.0,5735.0,3334.0,641430.0,829727.0,682166.0,1246.0,4261.0,3562.0
20242,발달상권,석촌역(석촌호수),요식업,1591599422.6666667,184112272.2222222,206460013.44444445,216127848.66666666,226476763.1111111,237316477.44444445,281311310.0,239794737.7777778,2069142.0,936073.0,1133068.0,9069.0,5735.0,3334.0,599383.0,814194.0,655567.0,1246.0,4261.0,3562.0
20243,발달상권,석촌역(석촌호수),요식업,1421108749.7777777,176297330.2222222,182961362.1111111,191313645.1111111,193181181.55555555,209261902.8888889,256022514.33333334,212070813.55555555,2031340.0,913424.0,1117916.0,9069.0,5735.0,3334.0,586379.0,794431.0,650529.0,1246.0,4261.0,3562.0
20244,발달상권,석촌역(석촌호수),요식업,1543166701.6666667,186074295.55555555,209478124.2222222,211934848.2222222,208005835.55555555,234087684.7777778,277485731.3333333,216100182.0,2056873.0,918069.0,1138804.0,6934.0,4451.0,2483.0,598723.0,807526.0,650621.0,913.0,3256.0,2765.0
20241,골목상권,석촌중학교(방이육교),요식업,7637579.0,1351058.0,1613666.0,1425325.0,1226884.0,851392.0,799703.0,369551.0,398904.0,185511.0,213392.0,857.0,522.0,335.0,116598.0,127774.0,154532.0,115.0,403.0,339.0
20242,골목상권,석촌중학교(방이육교),요식업,8393910.0,879911.0,1462756.0,1263720.0,1144300.0,1630302.0,540066.0,1472855.0,345652.0,162407.0,183244.0,857.0,522.0,335.0,102019.0,112066.0,131567.0,115.0,403.0,339.0
20243,골목상권,석촌중학교(방이육교),요식업,7933457.0,963089.0,1043892.0,1583959.0,771184.0,1674860.0,825844.0,1070629.0,354724.0,166490.0,188235.0,857.0,522.0,335.0,104710.0,114173.0,135842.0,115.0,403.0,339.0
20244,골목상권,석촌중학교(방이육교),요식업,8881099.0,1632677.0,1100929.0,1239360.0,1011215.0,1619013.0,1585146.0,692759.0,354710.0,166162.0,188548.0,888.0,535.0,353.0,103171.0,113922.0,137617.0,123.0,416.0,349.0
20241,발달상권,선릉역,요식업,6186058905.2,861924179.5,1056635080.5,1138532011.5,1148371230.9,1027500917.0,625499280.2,327596205.6,5280677.0,2678092.0,2602586.0,56147.0,33213.0,22934.0,1534677.0,2343408.0,1402592.0,11675.0,30885.0,13587.0
20242,발달상권,선릉역,요식업,6169950649.5,920580400.9,1123244932.2,938643763.3,1111746702.3,1118572630.0,636404524.3,320757696.5,5247773.0,2635925.0,2611848.0,56147.0,33213.0,22934.0,1486440.0,2336260.0,1425074.0,11675.0,30885.0,13587.0
20243,발달상권,선릉역,요식업,6054191976.0,967088034.8,1022650540.1,1021354133.9,1037681549.0,1082276704.8,615356866.9,307784146.5,5327322.0,2664826.0,2662495.0,56147.0,33213.0,22934.0,1577469.0,2320572.0,1429284.0,11675.0,30885.0,13587.0
20244,발달상권,선릉역,요식업,6291299454.3,1013146250.1,1089813966.7,994486833.4,1075719627.1,1144855874.1,648760761.3,324516141.6,5247937.0,2608497.0,2639441.0,59959.0,35525.0,24434.0,1510243.0,2306319.0,1431374.0,12007.0,33500.0,14452.0
20241,골목상권,선사초등학교,요식업,172189193.0,18430488.0,20486210.0,19628413.0,20411457.0,25924531.0,36703992.0,30604102.0,30043.0,15111.0,14933.0,295.0,108.0,187.0,8240.0,10050.0,11754.0,29.0,120.0,146.0
20242,골목상권,선사초등학교,요식업,239401977.0,32592548.0,29744437.0,27718616.0,32970053.0,28021367.0,47128373.0,41226583.0,30991.0,15630.0,15361.0,295.0,108.0,187.0,8532.0,10267.0,12193.0,29.0,120.0,146.0
20243,골목상권,선사초등학교,요식업,315564631.0,36113440.0,24354706.0,44317642.0,39268039.0,47625486.0,69061065.0,54824253.0,32333.0,16370.0,15963.0,295.0,108.0,187.0,9306.0,10506.0,12520.0,29.0,120.0,146.0
20244,골목상권,선사초등학교,요식업,186865109.0,21293549.0,16789647.0,25760072.0,24384608.0,23379098.0,44224199.0,31033936.0,32095.0,16260.0,15836.0,209.0,76.0,133.0,9333.0,10339.0,12423.0,21.0,84.0,104.0
20241,골목상권,선유도역 1번,요식업,515357423.8,66917949.0,80379219.5,82784517.4,87474617.7,86517594.5,64494856.9,46788668.8,1685595.0,825855.0,859740.0,3631.0,2082.0,1549.0,457472.0,765012.0,463110.0,658.0,2004.0,969.0
20242,골목상권,선유도역 1번,요식업,568492453.0,80058606.1,90010181.5,82462235.6,88175509.7,96623033.3,77522748.3,53640138.5,1660815.0,813717.0,847098.0,3631.0,2082.0,1549.0,458131.0,750388.0,452295.0,658.0,2004.0,969.0
20243,골목상권,선유도역 1번,요식업,511874981.3,76791496.6,73059520.8,80519773.1,77766065.5,91610923.5,68177143.0,43950058.8,1639823.0,804499.0,835323.0,3631.0,2082.0,1549.0,439437.0,749013.0,451373.0,658.0,2004.0,969.0
20244,골목상권,선유도역 1번,요식업,531005320.4,73128323.0,87424061.0,74416381.8,82332438.7,96235773.8,70224481.8,47243860.3,1748275.0,856876.0,891398.0,4542.0,2609.0,1933.0,469948.0,797180.0,481147.0,826.0,2509.0,1207.0
20241,골목상권,선유도역 6번,요식업,1052297448.25,160760092.0,180552634.25,203066514.75,184081733.5,159029606.25,90795419.25,74011448.25,743629.0,375011.0,368618.0,4330.0,2482.0,1848.0,206174.0,346919.0,190534.0,790.0,2381.0,1159.0
20242,골목상권,선유도역 6번,요식업,1093645436.5,174837120.75,180990382.0,175326230.25,186900925.25,185845179.25,116103413.0,73642186.0,729116.0,367321.0,361796.0,4330.0,2482.0,1848.0,203551.0,335909.0,189658.0,790.0,2381.0,1159.0
20243,골목상권,선유도역 6번,요식업,1028763684.5,179364740.0,163739886.75,166080635.5,181363737.0,176681653.25,96832706.0,64700326.0,720501.0,357501.0,362998.0,4330.0,2482.0,1848.0,197426.0,335496.0,187579.0,790.0,2381.0,1159.0
20244,골목상권,선유도역 6번,요식업,1485774668.0,260996305.66666666,249503237.0,244791771.66666666,241424968.66666666,249588066.0,134249985.33333334,105220333.66666667,725634.0,361437.0,364198.0,6117.0,3508.0,2609.0,195039.0,339458.0,191139.0,1114.0,3368.0,1635.0
20241,전통시장,선유도역 골목형상점가,요식업,1091742280.0,153069115.85714287,167075843.0,174015774.0,177616819.42857143,184524431.0,133367938.57142857,102072358.14285715,312591.0,162261.0,150330.0,2459.0,1409.0,1050.0,86296.0,136057.0,90240.0,446.0,1352.0,661.0
20242,전통시장,선유도역 골목형상점가,요식업,1081057427.142857,162264184.14285713,165943236.57142857,157293923.42857143,179438531.85714287,177595349.57142857,136277574.14285713,102244627.42857143,317846.0,163412.0,154434.0,2459.0,1409.0,1050.0,88694.0,138006.0,91148.0,446.0,1352.0,661.0
20243,전통시장,선유도역 골목형상점가,요식업,1045656321.8571428,166509648.0,149140380.14285713,158824627.85714287,168781626.2857143,171549578.0,127838513.42857143,103011948.14285715,307369.0,159020.0,148350.0,2459.0,1409.0,1050.0,83152.0,135521.0,88695.0,446.0,1352.0,661.0
20244,전통시장,선유도역 골목형상점가,요식업,1100349368.2857144,166788241.7142857,180161712.57142857,155982880.2857143,172020246.2857143,185100501.57142857,134943212.42857143,105352573.42857143,273516.0,140386.0,133130.0,2951.0,1695.0,1256.0,73359.0,119850.0,80309.0,537.0,1627.0,787.0
20241,골목상권,선일여고,요식업,78896431.5,10317430.666666666,12479342.166666666,13090524.0,12140511.333333334,12280266.833333334,11207737.0,7380619.5,1031120.0,475414.0,555705.0,316.0,158.0,158.0,342671.0,301663.0,386788.0,31.0,153.0,132.0
20242,골목상권,선일여고,요식업,97861184.0,12926250.5,13681891.166666666,15149508.166666666,16790757.833333332,19471416.166666668,12502236.5,7339123.666666667,904092.0,424376.0,479716.0,316.0,158.0,158.0,326745.0,249886.0,327460.0,31.0,153.0,132.0
20243,골목상권,선일여고,요식업,94258561.66666667,12473375.5,12404932.666666666,13182873.333333334,16356042.333333334,19155517.166666668,12614916.666666666,8070904.0,754253.0,348937.0,405317.0,316.0,158.0,158.0,268053.0,209469.0,276731.0,31.0,153.0,132.0
20244,골목상권,선일여고,요식업,81198419.16666667,11975726.333333334,14398409.0,10306996.666666666,10314183.166666666,14000379.333333334,11897712.5,8305012.166666667,739980.0,344690.0,395289.0,381.0,202.0,179.0,269404.0,205090.0,265485.0,38.0,180.0,163.0
20241,발달상권,선정릉역,요식업,1055292218.6666666,134054013.0,185546837.44444445,211367664.8888889,192969611.33333334,169025231.7777778,108794167.1111111,53534693.11111111,1947413.0,959255.0,988158.0,18321.0,10741.0,7580.0,550782.0,867240.0,529392.0,3690.0,10457.0,4174.0
20242,발달상권,선정릉역,요식업,1087384048.4444444,147214568.55555555,198849250.33333334,174099819.0,192533150.66666666,206345197.2222222,108067911.66666667,60274151.0,1952651.0,966333.0,986317.0,18321.0,10741.0,7580.0,574620.0,862630.0,515401.0,3690.0,10457.0,4174.0
20243,발달상권,선정릉역,요식업,993599216.1111112,151345075.44444445,169144691.33333334,163123595.7777778,174840594.8888889,180814452.44444445,104368858.77777778,49961947.44444445,1970565.0,971162.0,999403.0,18321.0,10741.0,7580.0,580437.0,864568.0,525560.0,3690.0,10457.0,4174.0
20244,발달상권,선정릉역,요식업,1103781928.0,157362500.8888889,211139025.2222222,171283644.33333334,183600428.44444445,203131360.2222222,115493909.8888889,61771059.0,1954225.0,964434.0,989791.0,21784.0,12804.0,8980.0,574874.0,858785.0,520567.0,4376.0,12410.0,4998.0
20241,골목상권,선정릉역 4번,요식업,481752977.0,55765439.5,78375991.75,83325463.75,83572010.5,94354434.0,55761959.0,30597678.5,747556.0,369380.0,378176.0,1823.0,1081.0,742.0,181375.0,368932.0,197250.0,370.0,1027.0,426.0
20242,골목상권,선정릉역 4번,요식업,486230624.5,58286658.0,74604460.25,68562946.0,66190355.0,115781966.25,59559386.25,43244852.75,665744.0,328918.0,336825.0,1823.0,1081.0,742.0,162472.0,330239.0,173030.0,370.0,1027.0,426.0
20243,골목상권,선정릉역 4번,요식업,603165762.25,77276762.25,96196585.25,95473874.0,106153112.5,116649308.75,64038522.0,47377597.5,684338.0,335940.0,348399.0,1823.0,1081.0,742.0,169107.0,333837.0,181394.0,370.0,1027.0,426.0
20244,골목상권,선정릉역 4번,요식업,811375298.5,74643533.75,157355261.5,162449819.5,104516588.75,170100878.5,100261974.5,42047242.0,672981.0,330236.0,342746.0,2179.0,1295.0,884.0,164180.0,331697.0,177106.0,443.0,1225.0,511.0
20241,골목상권,선정중학교,요식업,17506054.0,2441609.0,2075637.5,3232547.5,2955103.5,2749105.5,2978868.0,1073183.0,1343867.0,594599.0,749268.0,176.0,91.0,85.0,425995.0,407222.0,510650.0,14.0,82.0,80.0
20242,골목상권,선정중학교,요식업,19262289.5,1992636.0,2954246.0,2948645.0,3311779.0,3589830.0,3564284.0,900869.5,1300138.0,567538.0,732601.0,176.0,91.0,85.0,428352.0,384680.0,487108.0,14.0,82.0,80.0
20243,골목상권,선정중학교,요식업,18562200.5,2728927.0,2176383.5,2052389.0,2611625.5,3591121.5,3798230.0,1603524.0,1349646.0,600889.0,748757.0,176.0,91.0,85.0,444530.0,397355.0,507761.0,14.0,82.0,80.0
20244,골목상권,선정중학교,요식업,14110475.666666666,1858564.6666666667,2715913.0,2330572.0,2338069.0,2069441.6666666667,2088307.6666666667,709607.6666666666,1323976.0,592934.0,731042.0,268.0,145.0,123.0,443071.0,389092.0,491813.0,15.0,133.0,120.0
20241,골목상권,성곡미술관,요식업,954452029.25,120790640.75,170891500.25,174541940.75,171025637.25,155934898.0,102660661.0,58606751.25,607884.0,267408.0,340477.0,2803.0,1756.0,1047.0,135894.0,245416.0,226574.0,368.0,1642.0,793.0
20242,골목상권,성곡미술관,요식업,1120734362.0,178978994.75,192681367.75,176893745.5,201830370.75,197271825.25,106415261.75,66662796.25,582457.0,252381.0,330076.0,2803.0,1756.0,1047.0,122693.0,241064.0,218699.0,368.0,1642.0,793.0
20243,골목상권,성곡미술관,요식업,972520710.75,134722762.5,163104455.25,169655498.5,171970849.5,164478196.25,98103368.75,70485580.0,554647.0,241157.0,313489.0,2803.0,1756.0,1047.0,119198.0,229187.0,206261.0,368.0,1642.0,793.0
20244,골목상권,성곡미술관,요식업,1152114799.5,163637331.0,207330418.75,199264449.5,204614129.5,205390915.25,102166675.0,69710880.5,574613.0,249196.0,325417.0,3035.0,1902.0,1133.0,121896.0,233209.0,219509.0,402.0,1776.0,857.0
20241,골목상권,성균관대학교,요식업,251438958.375,25803274.875,30227339.25,36277652.0,36244302.5,37924424.75,47638062.625,37323902.375,1349411.0,600112.0,749299.0,899.0,440.0,459.0,741670.0,301815.0,305926.0,146.0,465.0,288.0
20242,골목상권,성균관대학교,요식업,277814175.0,28940528.0,38406035.125,37009407.875,39572659.875,43661371.5,54086771.125,36137401.5,1546351.0,673049.0,873303.0,899.0,440.0,459.0,932344.0,308209.0,305796.0,146.0,465.0,288.0
20243,골목상권,성균관대학교,요식업,261875577.7142857,30108875.714285713,30913189.285714287,35964593.71428572,34030846.14285714,43742856.71428572,52778153.14285714,34337063.0,1328037.0,589188.0,738849.0,899.0,440.0,459.0,731060.0,301464.0,295512.0,146.0,465.0,288.0
20244,골목상권,성균관대학교,요식업,265192298.7142857,24139712.85714286,39898574.428571425,37958091.71428572,37937319.571428575,39086794.428571425,51105310.0,35066495.71428572,1537717.0,663319.0,874398.0,669.0,326.0,343.0,914470.0,316372.0,306875.0,106.0,350.0,213.0
20241,골목상권,성남고등학교,요식업,91080328.66666667,12582546.666666666,12553706.833333334,13929638.833333334,13653631.666666666,13593250.166666666,12383330.333333334,12384224.166666666,869391.0,411764.0,457627.0,615.0,409.0,206.0,323740.0,267110.0,278540.0,100.0,315.0,200.0
20242,골목상권,성남고등학교,요식업,85402093.16666667,12104079.666666666,11487506.333333334,11583124.166666666,12416306.166666666,11459423.666666666,14147157.5,12204495.666666666,824209.0,397775.0,426434.0,615.0,409.0,206.0,314936.0,255329.0,253946.0,100.0,315.0,200.0
20243,골목상권,성남고등학교,요식업,90870501.33333333,13722022.833333334,11471782.333333334,12878078.666666666,12823227.166666666,13641810.166666666,13771690.5,12561889.666666666,802991.0,380153.0,422838.0,615.0,409.0,206.0,298055.0,252795.0,252141.0,100.0,315.0,200.0
20244,골목상권,성남고등학교,요식업,81776017.5,11020438.833333334,12183508.333333334,10204039.0,11966708.666666666,11814223.0,13431534.666666666,11155565.0,807995.0,380992.0,427003.0,819.0,553.0,266.0,302291.0,251027.0,254677.0,138.0,416.0,265.0
20241,전통시장,성내전통시장,요식업,188702919.75,28170978.0,21429650.25,23168168.0,25055110.5,31558557.0,37250810.5,22069645.5,688356.0,336218.0,352137.0,81.0,55.0,26.0,202510.0,208977.0,276870.0,14.0,35.0,32.0
20242,전통시장,성내전통시장,요식업,213899191.0,33959061.0,28805843.5,27296271.75,24281747.25,30656951.25,42939028.0,25960288.25,667696.0,322814.0,344882.0,81.0,55.0,26.0,181875.0,208547.0,277277.0,14.0,35.0,32.0
20243,전통시장,성내전통시장,요식업,244860905.33333334,33541772.333333332,22882600.666666668,36167561.666666664,27165909.0,46032558.666666664,48532307.666666664,30538195.333333332,672376.0,325115.0,347260.0,81.0,55.0,26.0,188417.0,208487.0,275473.0,14.0,35.0,32.0
20244,전통시장,성내전통시장,요식업,279468523.0,35181633.666666664,37952735.333333336,30638842.333333332,33899109.666666664,46728928.0,60456228.666666664,34611045.333333336,663260.0,319996.0,343265.0,95.0,69.0,26.0,181343.0,208292.0,273625.0,16.0,43.0,36.0
20241,골목상권,성내중학교,요식업,25445216.333333332,3863588.3333333335,3015289.0,3306405.0,4020283.3333333335,3381086.0,4417973.666666667,3440591.0,493101.0,228787.0,264314.0,578.0,391.0,187.0,147333.0,148224.0,197544.0,70.0,244.0,264.0
